0.38, 0.77, 10.57, 2.11, 5.32, 7.81, 3.12, 433.25, 2.58, 48.86, 4.25, 1.56, 2.46, 76.45, 213.94, 12.15, 8.03, 1.27, 1.74, 1.07, 0.89, 0.65, 1.6, 0.59, 2.09, 1.08, 1.78, 4.09, 131.88, 568.1, 17.03, 23.34, 32.28, 963.39, 133.02, 563.87, 21.82, 35.56, 37.78, 269.14
0.96, 2.66, 0.5, 0.64, 2.79, 3.37, 4.57, 2.22, 2.68, 141.74, 10.84, 33.39, 0.69, 0.68, 4.14, 2.32, 1.8, 1.34, 2.25, 0.82, 0.35, 338.39, 0.3, 0.43, 2.97, 18.99, 14.35, 3.26, 2.66, 115.69, 59.34, 873.91, 91.15, 90.49, 8.7, 11.91, 20.98, 24.52, 18.8, 528.13
0.21, 1.71, 1.51, 1.81, 30.39, 2.79, 7.72, 3.46, 3.08, 9.79, 2.61, 1.4, 332.34, 0.58, 0.67, 465.64, 2.27, 2.22, 1.57, 0.43, 0.18, 0.12, 2.4, 0.58, 2.9, 413.73, 6.95, 2.49, 0.87, 3.6, 2.88, 344.67, 6.57, 7.22, 4.95, 11.43, 48.79, 15.92, 770.13, 35.53
13.5, 30.06, 8.27, 4.04, 3.75, 1.28, 3.52, 65.39, 5.82, 2.78, 224.29, 2.31, 3.76, 1.62, 3.97, 6.22, 1.24, 0.25, 0.41, 1.79, 0.18, 0.63, 0.28, 8.28, 4.61, 2.8, 3.69, 436.53, 252.33, 0.52, 5.17, 7.32, 4.46, 3.68, 1.22, 75.25, 13.67, 51.43, 9.65, 7.42
3.29, 4.17, 0.74, 0.94, 0.22, 2.18, 20.48, 4.72, 12.37, 4.5, 0.27, 0.69, 1.69, 0.92, 5.88, 1.42, 1.31, 4.86, 0.56, 3.99, 1.37, 0.13, 0.1, 1.16, 225.21, 0.72, 1085.28, 3.7, 15.8, 5.59, 19.21, 2.82, 890.05, 33.7, 0.96, 4.49, 4.25, 8.21, 7.8, 10.6
10.98, 498.33, 443.67, 6.48, 1.62, 0.56, 212.66, 1034.82, 1.17, 30.4, 0.83, 0.07, 6.46, 257.4, 1.64, 0.89, 1.58, 2.54, 570.9, 0.52, 265.87, 2.18, 0.35, 0.57, 0.57, 0.15, 0.34, 0.42, 4.47, 5.29, 9.38, 4.5, 3.09, 167.08, 10.81, 1.62, 196.19, 9.12, 5.29, 2.64
60.27, 272.91, 749.31, 25.33, 7.37, 3.54, 112.1, 0.98, 2.24, 10.02, 2.45, 0.25, 3.25, 1.33, 1.84, 0.32, 6.61, 1.06, 0.73, 1.47, 142.18, 2.17, 448.67, 2.17, 0.31, 0.15, 0.33, 2.35, 54.79, 0.65, 3.87, 6.94, 1.76, 4.43, 3.15, 3.95, 6.39, 0.78, 4.27, 6.79
2.11, 2.71, 7.39, 54.21, 3.1, 0.48, 4.8, 64.94, 1.66, 99.73, 9.6, 2, 0.34, 104.07, 3.19, 254.77, 4.76, 1.51, 0.27, 0.48, 2.61, 3.9, 443.2, 1.99, 1.06, 266.19, 0.43, 0.42, 0.13, 0.34, 3.1, 2.27, 0.74, 0.74, 0.99, 3.47, 2.46, 97.87, 1.07, 0.32
372.39, 305.26, 788.5, 157.57, 318.97, 32.34, 1.93, 0.41, 4.61, 7.34, 5.17, 19.48, 24.56, 0.85, 3.62, 234.47, 13.45, 4.71, 0.33, 20.58, 5.38, 8.53, 1.15, 74.41, 4.82, 6.58, 4.25, 0.19, 0.5, 0.23, 1.64, 157.48, 656.45, 89.74, 2.55, 0.45, 1.06, 0.59, 0.11, 0.63
0, 0, 715.42, 1691.03, 107.64, 484.96, 545.05, 4.37, 42.83, 4.01, 74.47, 4.96, 184.16, 3.11, 2.57, 5.17, 1.77, 1.66, 0.16, 2.96, 1.06, 23.12, 17.1, 0.35, 0.81, 1, 3.38, 0.76, 0.27, 1.3, 0.09, 1.04, 1.18, 5.25, 1.47, 2.72, 1.78, 0.77, 0.28, 0.17
0, 0, 0, 1394.62, 98.2, 447.27, 74.7, 9.33, 0.3, 277.23, 230.63, 68.54, 334.89, 591.03, 24.49, 0.25, 228.42, 0.15, 4.81, 22, 298.67, 103.76, 0.88, 4.19, 1.72, 0.83, 3.4, 0.41, 1.69, 1.48, 1.22, 0.72, 0.11, 3.46, 1.7, 1.16, 1.23, 0.46, 0.38, 0.24
