"", "", "", "", "Zinc:4.9", "", "", "Iron:41.02", "", "Iron:5.94", "", "", "Zinc:9.92", "", "Iron:23.89", "", "Iron:28.02", "", "", "", "Iron:2.62", "", "Iron:27.26", "", "", "", "", "", "", "Iron:14.54", "", "", "Iron:21.42", "", "", "Iron:42.21", "", "", "", ""
"", "Iron:19.45", "Iron:65.67", "", "", "", "", "", "Copper:38.42", "Iron:20", "", "", "Iron:33.13", "Iron:80.16", "", "", "", "Iron:77.45", "", "Iron:9.37", "", "", "", "", "Iron:66.04", "", "", "", "", "", "", "Zinc:66.73", "", "", "Iron:63.6", "Copper:22.79", "", "", "Iron:36.49", ""
"", "Iron:17.49", "", "", "", "", "Iron:17.8", "", "Iron:27.4", "", "", "", "", "", "", "", "", "", "", "", "Iron:28.07", "", "Iron:34.99", "", "", "", "", "", "", "", "Silver:14.65", "Iron:45.36", "Iron:88.21", "", "", "", "", "Iron:145.68", "", ""
"", "", "", "", "", "", "Tin:17.4", "", "", "", "", "Iron:50.36", "", "", "", "", "Iron:81.72", "Iron:29.64", "", "", "", "", "", "", "Iron:148.99", "Iron:113.06", "Iron:40.36", "", "", "Iron:44.53", "Iron:7.01", "", "", "Iron:51.59", "", "Iron:30.03", "", "", "Iron:18.3", ""
"", "", "", "", "", "", "Iron:47.29", "", "Lead:14.81", "", "", "", "", "Iron:82", "", "Iron:54", "", "", "Iron:49.96|Uranium:41.17", "Iron:38.61", "", "", "Iron:21.19", "", "", "", "", "", "Iron:52.51", "", "", "", "", "", "Iron:19.51", "", "", "Iron:17.31", "", ""
"", "", "", "", "", "", "", "", "", "", "Iron:65.46", "Iron:37.72", "", "", "", "Iron:60.42", "", "", "", "", "", "", "Iron:31.42", "", "", "Iron:86.78", "", "", "", "", "", "", "Iron:115.62", "", "", "", "", "Iron:36.57", "", ""
"", "Iron:22.48", "Iron:37.96", "", "", "Iron:24.74", "", "", "", "", "", "", "", "", "", "Iron:40.04", "", "", "", "", "Iron:105.84", "Iron:254.23", "", "", "", "", "", "", "", "", "", "Iron:30.65", "Iron:26.96", "", "Zinc:27.48", "", "", "", "", ""
"Iron:8.37", "", "", "Iron:45.73", "", "", "", "", "Iron:15.89", "", "Iron:12.83", "Iron:21.68", "Iron:51.22", "Tin:86.5", "", "", "", "", "Iron:61.08", "", "", "", "", "", "", "", "", "", "", "", "Iron:28.45", "Iron:94.21", "", "", "", "", "", "", "", "Iron:29.74"
"", "", "Iron:43.97", "", "", "", "", "", "", "", "Iron:49.33", "", "", "", "Copper:93", "", "Copper:53.45", "Iron:6.91", "Iron:16.08", "", "", "", "", "", "", "", "", "Iron:16.53", "", "", "", "", "Iron:193.45", "", "", "", "", "", "", ""
"", "", "", "", "Copper:71.47", "", "Iron:176", "Iron:54.31", "", "", "", "", "", "", "", "", "", "Iron:25.07", "", "Uranium:210.84", "", "Iron:97.67", "", "Iron:45.82", "", "", "", "", "", "", "", "Iron:56.51", "", "", "", "Iron:47.26|Zinc:44.99", "", "", "Iron:11.59", ""
"", "", "", "", "", "Iron:38.48", "", "", "", "Iron:243.28", "", "", "Iron:72.73", "", "", "", "", "", "", "", "", "Iron:208.6", "", "", "", "", "", "", "Iron:29.63", "", "", "Iron:110.81", "", "", "", "", "", "", "Iron:4.42", "Iron:3.06"
"", "", "", "", "", "", "", "", "Iron:12.2", "Iron:31.56", "Iron:286.06", "", "", "", "", "Iron:77.29", "", "Iron:40.33", "", "", "Iron:53.39", "", "", "", "", "", "Iron:42.72", "", "Iron:134.51", "", "", "", "", "", "", "", "", "Iron:20.39", "", ""
"", "", "", "", "", "", "Gold:2.22", "", "", "", "Iron:23.24", "Iron:14.79", "", "", "", "", "", "", "Iron:9.57", "Iron:9.28", "", "", "", "", "", "", "Iron:71.79", "", "", "", "", "Iron:49.59", "", "", "Iron:67.88", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "Iron:9.61", "", "", "", "", "", "", "Iron:10.79", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "Iron:9.56", "", "Iron:22.41", "", "", "Iron:49.69", "Iron:6.8", "", "", "", "", "", "", "", "", "", "Iron:217.42", "", "", "Coal:198.11", "Iron:220.88", "Iron:214.86", "", "", "", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "Iron:7.91", "", "Iron:45.77", "Iron:9.37", "", "", "", "", "", "", "", "", "", "", "", "Iron:172.51|Lead:133.81", "Iron:129.14", "", "", "Iron:93.72", "", "", "", "Iron:91.78", "Iron:36.03", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "Iron:4.4", "Iron:16.54", "", "", "", "Iron:4.56", "", "", "", "", "Iron:6.68", "", "", "", "", "", "", "Iron:0.69", "Iron:6.28", "", "", "", "", "Iron:37.09", "Iron:94.34", "Iron:49.01", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:7.7", "Iron:17.18", "Iron:22.73", "Iron:172.67", "", "Iron:33.29", "", "", "", "", "Iron:1.41", "Iron:3.47", "", "Iron:15.08", "", "", "Iron:121.52", "", "", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:9.41", "Iron:19.85", "", "", "", "", "", "Zinc:19.46", "", "", "Iron:63.13", "", "Iron:6.18", "", "", "", "Iron:0.37", "", "", "", "", "", "", "Iron:11.52", "", "", "Iron:3.12"
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:0.6", "Iron:157.01", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:16.81", "Iron:21.64", "", ""
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "Iron:1.2", "", "Iron:3.06", "Iron:0.36", "", "", ""
