"Forest:95|Swamp:5", "Forest:80|Swamp:20", "Forest:15|Swamp:20|Monsoon Forest:5|Rainforest:60", "Plains:5|Forest:90|Swamp:5", "Swamp:95|Rainforest:5", "Swamp:100", "Swamp:35|Rainforest:65", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Forest:5|Swamp:95", "Forest:5|Swamp:95", "Swamp:100", "Swamp:100", "Forest:5|Swamp:95", "Plains:10|Forest:75|Swamp:15", "Forest:65|Swamp:35", "Forest:55|Swamp:45", "Forest:100", "Plains:10|Forest:85|Swamp:5", "Plains:10|Forest:85|Swamp:5", "Forest:60|Swamp:40", "Plains:40|Forest:60", "Plains:100", "Plains:90|Forest:10", "Plains:90|Forest:10", "Plains:15|Forest:85", "Swamp:100", "Artic Marsh:80|Swamp:20", "Artic Marsh:90|Swamp:10", "Artic Marsh:100", "Swamp:100", "Artic Marsh:70|Swamp:30", "Artic Marsh:5|Forest:20|Swamp:75", "Artic Marsh:15|Swamp:85", "Boreal:5|Artic Marsh:85|Swamp:10", "Swamp:100", "Swamp:100", "Artic Marsh:5|Swamp:95"
"Forest:20|Swamp:80", "Forest:40|Swamp:60", "Forest:55|Swamp:45", "Plains:5|Forest:60|Swamp:35", "Forest:15|Swamp:85", "Monsoon Forest:5|Rainforest:95", "Swamp:55|Rainforest:45", "Swamp:45|Rainforest:55", "Rainforest:100", "Swamp:100", "Swamp:100", "Forest:5|Swamp:95", "Forest:40|Swamp:60", "Forest:75|Swamp:25", "Swamp:100", "Swamp:100", "Forest:50|Swamp:50", "Plains:70|Forest:30", "Plains:85|Forest:15", "Plains:35|Forest:65", "Plains:30|Forest:70", "Forest:5|Swamp:95", "Plains:20|Forest:80", "Plains:25|Forest:75", "Plains:40|Forest:55|Swamp:5", "Desert:5|Plains:95", "Plains:70|Forest:30", "Plains:70|Forest:30", "Plains:5|Forest:55|Swamp:40", "Boreal:5|Artic Marsh:85|Swamp:10", "Swamp:100", "Artic Marsh:100", "Artic Marsh:5|Forest:5|Swamp:90", "Swamp:100", "Artic Marsh:50|Swamp:50", "Artic Marsh:5|Forest:5|Swamp:90", "Boreal:30|Artic Marsh:65|Swamp:5", "Boreal:20|Artic Marsh:70|Forest:5|Swamp:5", "Boreal:5|Artic Marsh:15|Forest:5|Swamp:75", "Artic Marsh:40|Swamp:60"
"Forest:45|Swamp:55", "Forest:35|Swamp:65", "Forest:20|Swamp:35|Monsoon Forest:5|Rainforest:40", "Forest:50|Swamp:50", "Monsoon Forest:35|Rainforest:65", "Monsoon Forest:15|Rainforest:85", "Rainforest:100", "Swamp:5|Rainforest:95", "Rainforest:100", "Rainforest:100", "Rainforest:100", "Swamp:100", "Swamp:100", "Forest:5|Swamp:95", "Forest:45|Swamp:55", "Swamp:100", "Forest:20|Swamp:80", "Plains:5|Forest:50|Swamp:45", "Forest:55|Swamp:45", "Plains:70|Forest:30", "Plains:60|Forest:40", "Plains:95|Forest:5", "Plains:5|Forest:90|Swamp:5", "Plains:25|Forest:75", "Forest:70|Swamp:30", "Forest:15|Swamp:85", "Plains:25|Forest:75", "Plains:65|Forest:35", "Plains:65|Forest:35", "Plains:5|Forest:60|Swamp:35", "Plains:25|Forest:75", "Swamp:100", "Boreal:60|Artic Marsh:35|Forest:5", "Boreal:5|Artic Marsh:5|Forest:25|Swamp:65", "Artic Marsh:5|Forest:15|Swamp:80", "Artic Marsh:5|Swamp:95", "Boreal:10|Artic Marsh:90", "Boreal:85|Artic Marsh:10|Forest:5", "Swamp:100", "Artic Marsh:85|Swamp:15"
"Swamp:100", "Forest:5|Swamp:95", "Swamp:95|Rainforest:5", "Swamp:100", "Rainforest:100", "Monsoon Forest:35|Rainforest:65", "Monsoon Forest:5|Rainforest:95", "Rainforest:100", "Rainforest:100", "Forest:5|Swamp:95", "Rainforest:100", "Swamp:100", "Swamp:100", "Forest:10|Swamp:90", "Forest:25|Swamp:75", "Plains:25|Forest:70|Swamp:5", "Plains:10|Forest:85|Swamp:5", "Plains:55|Forest:45", "Plains:5|Forest:90|Swamp:5", "Plains:25|Forest:75", "Plains:50|Forest:50", "Plains:75|Forest:25", "Plains:90|Forest:10", "Forest:20|Swamp:80", "Forest:35|Swamp:65", "Forest:60|Swamp:40", "Forest:49|Swamp:50|Ocean:1", "Swamp:100", "Forest:15|Swamp:85", "Plains:65|Forest:35", "Plains:20|Forest:80", "Plains:35|Forest:65", "Boreal:40|Artic Marsh:50|Swamp:10", "Tundra:5|Plains:50|Forest:45", "Tundra:20|Boreal:5|Plains:75", "Boreal:5|Plains:5|Forest:65|Swamp:25", "Boreal:15|Artic Marsh:80|Swamp:5", "Boreal:5|Artic Marsh:95", "Forest:80|Swamp:20", "Boreal:10|Plains:5|Forest:65|Swamp:20"
"Swamp:100", "Swamp:100", "Swamp:95|Rainforest:5", "Forest:10|Swamp:90", "Forest:30|Swamp:70", "Forest:10|Swamp:90", "Monsoon Forest:5|Rainforest:95", "Rainforest:100", "Swamp:100", "Rainforest:100", "Monsoon Forest:90|Rainforest:10", "Forest:5|Savannah:5|Monsoon Forest:65|Rainforest:25", "Rainforest:100", "Forest:65|Swamp:35", "Forest:20|Swamp:80", "Forest:45|Swamp:55", "Plains:35|Forest:60|Swamp:5", "Plains:5|Forest:90|Swamp:5", "Forest:75|Swamp:25", "Forest:35|Swamp:65", "Plains:5|Forest:80|Swamp:15", "Plains:60|Forest:40", "Desert:5|Plains:95", "Plains:20|Forest:80", "Swamp:100", "Plains:100", "Swamp:100", "Plains:15|Forest:85", "Plains:10|Forest:80|Swamp:10", "Forest:35|Swamp:65", "Forest:10|Swamp:90", "Plains:15|Forest:85", "Forest:10|Swamp:90", "Boreal:5|Artic Marsh:5|Plains:5|Forest:55|Swamp:30", "Tundra:5|Boreal:10|Plains:5|Forest:80", "Tundra:70|Boreal:25|Plains:5", "Plains:60|Forest:40", "Boreal:35|Artic Marsh:65", "Boreal:55|Artic Marsh:35|Forest:5|Swamp:5", "Forest:20|Swamp:80"
"Swamp:5|Rainforest:95", "Swamp:90|Rainforest:10", "Swamp:100", "Swamp:100", "Forest:10|Swamp:90", "Forest:25|Swamp:75", "Swamp:100", "Swamp:100", "Monsoon Forest:5|Rainforest:95", "Swamp:95|Rainforest:5", "Forest:65|Swamp:30|Monsoon Forest:5", "Plains:95|Savannah:5", "Forest:50|Swamp:50", "Rainforest:100", "Forest:5|Swamp:95", "Plains:40|Forest:60", "Plains:30|Forest:70", "Plains:65|Forest:35", "Swamp:100", "Plains:45|Forest:55", "Swamp:100", "Forest:10|Swamp:90", "Plains:20|Forest:75|Swamp:5", "Plains:35|Forest:65", "Plains:100", "Desert:30|Plains:70", "Plains:50|Forest:50", "Plains:85|Forest:15", "Plains:60|Forest:35|Swamp:5", "Forest:50|Swamp:50", "Forest:85|Swamp:15", "Forest:30|Swamp:70", "Forest:90|Swamp:10", "Forest:45|Swamp:55", "Plains:30|Forest:70", "Boreal:10|Plains:5|Forest:85", "Tundra:5|Boreal:45|Artic Marsh:20|Plains:5|Forest:20|Swamp:5", "Boreal:40|Artic Marsh:40|Forest:10|Swamp:10", "Tundra:5|Boreal:50|Artic Marsh:45", "Tundra:40|Boreal:50|Forest:10"
"Swamp:70|Rainforest:30", "Swamp:100", "Swamp:100", "Swamp:100", "Forest:10|Swamp:90", "Monsoon Forest:35|Rainforest:65", "Rainforest:100", "Monsoon Forest:10|Rainforest:90", "Forest:20|Swamp:80", "Rainforest:100", "Swamp:100", "Plains:70|Forest:30", "Savannah:10|Monsoon Forest:90", "Forest:5|Swamp:95", "Forest:5|Swamp:94|Ocean:1", "Forest:40|Swamp:60", "Plains:5|Forest:70|Swamp:25", "Plains:80|Forest:20", "Plains:60|Forest:40", "Plains:5|Forest:85|Swamp:10", "Forest:20|Swamp:80", "Forest:75|Swamp:25", "Swamp:100", "Forest:15|Swamp:85", "Plains:10|Forest:90", "Plains:15|Forest:80|Swamp:5", "Plains:75|Forest:25", "Plains:35|Forest:65", "Desert:5|Plains:90|Forest:5", "Plains:25|Forest:65|Swamp:10", "Plains:15|Forest:85", "Forest:45|Swamp:55", "Plains:20|Forest:75|Swamp:5", "Plains:10|Forest:70|Swamp:20", "Plains:55|Forest:45", "Plains:45|Forest:55", "Tundra:5|Boreal:85|Artic Marsh:10", "Plains:40|Forest:60", "Plains:40|Forest:60", "Plains:25|Forest:75"
"Swamp:70|Ocean:30", "Swamp:74|Rainforest:1|Ocean:25", "Swamp:96|Ocean:4", "Swamp:97|Ocean:3", "Swamp:100", "Forest:85|Swamp:15", "Swamp:100", "Monsoon Forest:25|Rainforest:75", "Rainforest:100", "Rainforest:100", "Swamp:100", "Forest:75|Swamp:25", "Plains:15|Forest:60|Swamp:20|Monsoon Forest:5", "Monsoon Forest:10|Rainforest:90", "Forest:10|Swamp:15|Monsoon Forest:35|Rainforest:39|Ocean:1", "Swamp:100", "Forest:20|Swamp:80", "Plains:5|Forest:80|Swamp:15", "Plains:90|Forest:10", "Plains:35|Forest:65", "Swamp:100", "Forest:15|Swamp:85", "Forest:5|Swamp:95", "Forest:5|Swamp:95", "Plains:5|Forest:90|Swamp:5", "Forest:10|Swamp:90", "Plains:40|Forest:55|Swamp:5", "Plains:95|Forest:5", "Desert:5|Plains:95", "Desert:5|Plains:80|Forest:15", "Plains:90|Forest:10", "Forest:30|Swamp:70", "Plains:5|Forest:75|Swamp:20", "Plains:50|Forest:50", "Plains:80|Forest:20", "Plains:15|Forest:75|Swamp:10", "Plains:10|Forest:80|Swamp:10", "Plains:85|Forest:15", "Plains:65|Forest:35", "Plains:100"
"Swamp:22|Ocean:78", "Swamp:23|Ocean:77", "Swamp:41|Ocean:59", "Swamp:62|Ocean:38", "Swamp:78|Ocean:22", "Swamp:97|Ocean:3", "Forest:45|Swamp:51|Ocean:4", "Monsoon Forest:60|Rainforest:39|Ocean:1", "Monsoon Forest:5|Rainforest:95", "Rainforest:100", "Rainforest:100", "Swamp:100", "Forest:5|Swamp:95", "Plains:15|Forest:80|Monsoon Forest:5", "Swamp:99|Ocean:1", "Swamp:99|Ocean:1", "Forest:20|Swamp:79|Ocean:1", "Forest:5|Swamp:95", "Plains:25|Forest:75", "Plains:20|Forest:80", "Forest:50|Swamp:50", "Forest:5|Swamp:95", "Plains:10|Forest:90", "Plains:40|Forest:60", "Forest:10|Swamp:90", "Plains:65|Forest:35", "Plains:20|Forest:80", "Plains:100", "Plains:75|Forest:25", "Plains:95|Forest:5", "Plains:85|Forest:15", "Forest:80|Swamp:20", "Swamp:100", "Plains:5|Forest:80|Swamp:15", "Plains:40|Forest:60", "Desert:5|Plains:95", "Desert:10|Plains:90", "Desert:15|Plains:85", "Desert:15|Plains:85", "Plains:95|Forest:5"
"Ocean:100", "Ocean:100", "Swamp:4|Ocean:96", "Swamp:24|Ocean:76", "Swamp:29|Ocean:71", "Swamp:78|Ocean:22", "Swamp:83|Ocean:17", "Forest:68|Swamp:30|Ocean:2", "Rainforest:94|Ocean:6", "Rainforest:93|Ocean:7", "Rainforest:93|Ocean:7", "Monsoon Forest:5|Rainforest:93|Ocean:2", "Swamp:97|Ocean:3", "Forest:20|Swamp:77|Ocean:3", "Monsoon Forest:35|Rainforest:62|Ocean:3", "Swamp:100", "Forest:40|Swamp:60", "Forest:65|Swamp:35", "Plains:5|Forest:90|Swamp:5", "Forest:35|Swamp:65", "Forest:75|Swamp:25", "Plains:5|Forest:95", "Forest:35|Swamp:65", "Plains:85|Forest:15", "Desert:10|Plains:90", "Plains:60|Forest:40", "Plains:95|Forest:5", "Plains:65|Forest:35", "Desert:5|Plains:90|Forest:5", "Plains:50|Forest:50", "Desert:10|Plains:90", "Plains:100", "Plains:35|Forest:65", "Forest:20|Swamp:80", "Plains:55|Forest:45", "Plains:20|Forest:70|Swamp:10", "Plains:80|Forest:20", "Desert:5|Plains:85|Forest:10", "Desert:80|Plains:20", "Desert:30|Plains:70"
"Ocean:100", "Ocean:100", "Ocean:100", "Swamp:5|Ocean:95", "Swamp:4|Ocean:96", "Swamp:15|Ocean:85", "Swamp:20|Ocean:80", "Swamp:85|Ocean:15", "Forest:22|Swamp:23|Monsoon Forest:20|Rainforest:23|Ocean:12", "Rainforest:97|Ocean:3", "Rainforest:86|Ocean:14", "Rainforest:92|Ocean:8", "Rainforest:77|Ocean:23", "Rainforest:87|Ocean:13", "Monsoon Forest:56|Rainforest:25|Ocean:19", "Forest:39|Swamp:56|Ocean:5", "Swamp:88|Ocean:12", "Plains:80|Forest:11|Ocean:9", "Forest:34|Swamp:60|Ocean:6", "Forest:30|Swamp:70", "Swamp:100", "Forest:5|Swamp:95", "Plains:25|Forest:70|Swamp:5", "Plains:25|Forest:75", "Plains:30|Forest:70", "Plains:90|Forest:10", "Plains:100", "Plains:95|Forest:5", "Plains:40|Forest:55|Swamp:5", "Plains:55|Forest:45", "Desert:5|Plains:95", "Desert:25|Plains:75", "Desert:25|Plains:75", "Desert:15|Plains:85", "Plains:95|Forest:5", "Plains:45|Forest:55", "Desert:15|Plains:85", "Desert:15|Plains:85", "Desert:5|Plains:95", "Desert:10|Plains:90"
