2.07, 1.82, 0.91, 0.91, 1, 0.69, 1.06, 0.65, 1.31, 0.88, 1.35, 1.62, 0.89, 0.71, 0.61, 0.66, 0.65, 1.29, 1.31, 1.31, 1.31, 1.23, 2.09, 1.73, 0.78, 1.13, 1.17, 1.08, 1.09, 1.16, 2.08, 2.95, 3.16, 2.24, 2.27, 2.2, 2.88, 2.84, 2.68
2.55, 2.04, 2.19, 1.33, 1.78, 1.02, 1.64, 2.04, 1.4, 0.98, 1.03, 0.71, 1.04, 1.75, 2.03, 1.15, 1.66, 1.94, 1.3, 1.33, 1.14, 0.44, 2.2, 1.5, 0.91, 0.23, 0.8, 1.87, 1.89, 1.38, 1.66, 2.03, 2.8, 3.54, 3.47, 3.07, 3.09, 3.06, 2.85
2.34, 2.14, 2.44, 1.98, 1.02, 1.37, 1.34, 2.24, 1.75, 1.77, 1.26, 1, 0.76, 2.14, 1.91, 0.89, 1.42, 1.91, 2.71, 1.62, 1.49, 1.18, 1.02, 1.46, 2.04, 0.26, 0.6, 1.91, 2.13, 1.92, 2.01, 1.76, 3.1, 3.45, 3.51, 3.35, 3.3, 3.82, 2.5
1.56, 1.96, 3.02, 2.27, 1.79, 1.28, 1.19, 0.99, 1.32, 1.46, 0.73, 1.74, 1.88, 1.87, 2.65, 1.73, 1.68, 2.36, 2.57, 1.67, 1.94, 0.77, 1.26, 0.82, 1.91, 1.3, 0.91, 0.5, 0.69, 1.41, 1.93, 2.4, 2.47, 2.74, 3.3, 2.81, 3.51, 3.37, 3.12
1.87, 2.24, 2.45, 2.08, 2.12, 1.73, 0.81, 1.4, 0.99, 1.27, 1.21, 1.35, 1.74, 1.65, 2.9, 2.41, 2.18, 3.22, 2.47, 1.95, 1.63, 1.58, 0.73, 1.02, 0.65, 0.59, -0.03, 0.75, 1.06, 1.71, 1.69, 2.01, 1.42, 2.03, 2.55, 2.5, 2.89, 3.26, 3.27
1.03, 1.38, 1.28, 1.82, 2.04, 1.77, 0.73, 0.12, 0.92, 0.83, 1.68, 1.08, 0.83, 0.58, 1.71, 1.59, 1.44, 2.09, 1.15, 2.57, 1.17, 1.24, 0.94, 1.21, 1.59, 1.57, 1.4, 1.8, 1.18, 2.18, 1.82, 2.59, 2.95, 2.14, 2.1, 2.4, 2.07, 3.01, 3.55
0.35, 0.86, 0.84, 1.42, 1.06, 1.29, 1.27, 0.88, 0.88, 0.92, 1.13, 2.08, 0.57, 1.64, 0.87, 1.36, 1.22, 2.43, 1.61, 2.71, 1.66, 2.52, 0.81, 1.52, 2.28, 2.34, 2.5, 1.28, 0.76, 1.66, 1.89, 2.11, 2.79, 3.36, 2.81, 2.44, 2.16, 3.41, 3.34
0.08, 0.48, 0.55, 1.15, 1.19, 1.44, 2.14, 0.87, 1.28, 0.98, 1.2, 1.21, 0.99, 0.18, 0.4, -0.04, 1.13, 1.24, 1.33, 2.33, 2.94, 2.23, 0.92, 2.22, 2.35, 1.46, 2.92, 2.23, 1.58, 1.33, 1.5, 2.28, 2.24, 2.82, 3.23, 3.25, 2.88, 2.04, 2.95
-0.68, -0.05, -0.16, 0.31, 0.66, 0.79, 1.88, 1.23, 1.75, 1.15, 1.65, 1.62, 0.88, 1.03, 0.76, 0.31, 0.52, 1.05, 1.32, 1.26, 2.13, 3.34, 2.5, 1.58, 2.81, 1.66, 2, 2.17, 1.87, 1.79, 1.27, 0.79, 0.87, 1.5, 2.54, 3.14, 2.43, 2.99, 2.09
-0.74, -1.25, -0.95, -1.34, 0.45, -0.13, -0.13, 0.42, 0.73, 0.62, 0.66, 1.38, 0.73, 1.5, 1.92, 1.51, 1.27, 1.03, 1.22, 2.15, 1.85, 2.26, 3.6, 2.37, 3.11, 2.53, 1.84, 1.82, 2.09, 2.19, 1.99, 1.65, 1.37, 1.19, 1.73, 2.25, 2.05, 2.42, 2.05
-1.71, -1.03, -1.18, -1.91, -0.18, -0.83, 0.28, 0.24, 0.61, -0.37, -0.11, 0.35, 0.32, -0.19, 0.65, 0.7, 0.13, 0.62, 0.47, 0.7, 0.77, 1.55, 2.52, 1.84, 2.44, 3.64, 2.25, 2.56, 1.9, 2.14, 2.97, 2.39, 1.76, 0.88, 1.22, 1.73, 1.65, 2.09, 2.3
-2.46, -1.63, -2, -1.82, -1.38, -2.2, -0.28, 0.24, 0.08, 0.28, 1.07, -0.32, 0.51, -0.85, 0.1, -0.31, 0.22, -0.45, 0.1, 0.7, 0.38, 0.99, 2.09, 2.13, 2.93, 3.55, 2.96, 3.31, 2.01, 1.67, 1.76, 1.63, 1.56, 1.58, 1.64, 1.65, 2.23, 2.52, 2.16
-2.54, -2.21, -1.88, -1.18, -1.21, -2.13, -1.55, -0.06, -0.56, 0.58, -0.09, 0.05, -0.75, -0.31, 0.43, -0.06, 0.13, -0.22, -0.35, 0.06, -0.48, 0.12, -0.35, 1.29, 3.1, 3.34, 3.22, 3.28, 3.44, 2.96, 2.72, 2.7, 3.26, 2.61, 2.46, 2.1, 2.49, 2.86, 2.33
-1.79, -2.01, -1.63, -1.56, -1.78, -2.45, -1.68, -1.2, -1.01, -0.49, 0, 0.43, -0.13, 0.61, -0.1, 0.14, 0.09, -0.1, 0.16, -0.56, -0.3, -0.98, 0.22, -0.36, 0.98, 1.31, 2.7, 1.75, 2.86, 2.57, 2.71, 2.08, 2.68, 2.46, 1.58, 1.59, 2.11, 2.25, 2.9
-2.79, -1.89, -2.31, -2.16, -1.97, -2.27, -2.28, -1.7, -1.38, -1.1, -0.43, -0.2, 0.58, -0.09, 0.13, 0.87, 0.78, 0.26, 0.21, 0.47, 0.22, -1.1, -0.67, -0.9, -0.89, 0.65, 0.99, 0.91, 1.58, 1.44, 1.74, 1.13, 1.95, 1.85, 1.43, 1.62, 1.74, 1.96, 2.36
-2.68, -3.28, -3, -1.72, -2.03, -1.33, -2.46, -2.64, -1.9, -1.6, -0.43, -0.03, 0.2, 0.26, 0.72, 0.49, 0.37, 0.36, 0.58, -0.35, -0.24, -0.71, -1.16, -0.89, -1.55, -0.6, -0.75, -0.56, 0.02, -0.05, -0.27, -0.01, 0.56, 0.54, 0.96, 0.64, 1.74, 1.67, 1.56
-3.51, -3.16, -4.2, -2.81, -2.42, -1.89, -2.09, -1.7, -2.84, -1.44, -0.73, -0.68, -0.15, -0.06, 0.18, 0.34, 0.29, 0.42, -0.21, 0, 0.27, -0.04, -0.68, -0.35, -0.99, -1.46, -2.06, -1.2, -0.76, -0.05, -0.39, 0.32, -0.04, 0.47, 0.43, 0.81, 1.17, 1.09, 1.09
