1.1805, 2.802, 62.579, 11.215, 54.272, 57.1595, 46.656, 0, 61.3385, 0, 60.166, 50.576, 55.0405, 0, 0, 90.924, 59.4075, 15.8305, 28.386, 15.399, 8.1785, 23.674, 30.0725, 7.1555, 19.633, 17.5585, 24.5875, 27.533, 151.59, 0, 102.07, 76.3685, 115.729, 0, 0, 0, 94.9355, 129.901, 148.7105, 0
5.463, 13.6795, 1.424, 2.7095, 19.582, 59.6405, 33.684, 41.979, 40.941, 0, 64.9705, 0, 40.782, 7.043, 67.36, 29.554, 19.849, 10.663, 22.826, 18.1745, 8.8715, 0, 5.5185, 8.7825, 37.75, 64.1405, 116.449, 27.366, 16.244, 0, 0, 0, 119.341, 144.5945, 58.0865, 75.9685, 85.8950000000001, 62.4855, 106.994, 0
1.2775, 5.0715, 6.017, 2.816, 0, 20.937, 71.1045, 66.936, 44.1415, 93.4655, 32.6985, 22.5535, 0, 26.059, 4.717, 0, 17.3595, 37.8795, 10.379, 3.3645, 5.0495, 4.752, 40.064, 3.281, 18.3095, 0, 42.9755, 41.7975, 11.9505, 23.205, 14.1515, 0, 26.719, 41.085, 38.7785, 89.5345, 141.1995, 35.3075, 0, 138.3195
64.496, 32.8645, 20.4195, 9.8815, 16.374, 15.008, 60.2915, 0, 56.0145, 21.0645, 0, 26.1115, 32.4835, 32.6135, 22.1775, 21.3125, 11.247, 2.717, 6.5275, 31.608, 1.036, 14.3155, 4.534, 41.6015, 51.419, 22.6295, 41.707, 0, 0, 15.145, 27.2385, 38.985, 39.527, 4.9685, 15.3235, 0, 70.2845, 121.5425, 45.976, 54.36
13.785, 42.629, 12.2215, 2.6465, 2.365, 10.1985, 0, 47.18, 57.1125, 40.9995, 2.5385, 5.1265, 24.5975, 14.062, 84.1235, 28.224, 3.48, 41.2345, 16.194, 22.7505, 6.148, 1.9185, 3.3965, 9.182, 0, 10.088, 0, 47.1815, 87.01, 10.28, 128.327, 22.8665, 0, 67.0895, 2.648, 11.7135, 21.9745, 90.9285, 61.866, 49.0075
65.081, 0, 0, 33.351, 10.506, 3.8535, 0, 0, 7.3295, 0, 11.0585, 2.619, 90.419, 0, 7.069, 20.3025, 12.6, 35.328, 0, 5.749, 0, 55.9625, 18.4935, 18.8545, 12.8825, 1.2905, 5.886, 12.1395, 51.095, 32.0125, 65.464, 46.214, 45.212, 0, 36.4025, 5.718, 0, 74.863, 57.55, 32.5225
0, 0, 0, 85.652, 71.9425, 19.5385, 0, 3.1225, 9.35, 75.342, 20.7735, 3.9805, 31.472, 30.43, 30.754, 3.2645, 64.794, 11.5345, 23.5745, 31.5345, 0, 33.954, 0, 37.285, 15.3735, 13.378, 1.827, 44.391, 0, 5.6435, 28.697, 83.4205, 28.9395, 22.5475, 20.6695, 12.7795, 26.54, 2.3045, 14.1295, 55.831
9.902, 22.9365, 40.61, 143.5795, 10.717, 2.413, 34.5485, 0, 11.197, 0, 11.853, 3.9685, 3.5145, 0, 26.5895, 0, 10.9955, 18.248, 1.978, 7.389, 18.236, 36.3775, 0, 44.328, 15.651, 0, 14.1435, 6.949, 5.0885, 5.7835, 18.31, 37.666, 14.38, 16.475, 13.264, 18.102, 5.1055, 0, 2.317, 1.5305
0, 0, 0, 0, 0, 76.1565, 3.3665, 4.765, 41.845, 42.6825, 22.1055, 59.4205, 58.212, 6.8945, 26.453, 0, 62.176, 22.9815, 3.909, 51.256, 25.7045, 84.0085, 6.832, 0, 68.1385, 59.86, 59.756, 1.9595, 7.032, 3.9785, 8.431, 0, 0, 71.1075, 15.072, 1.8785, 5.028, 2.097, 1.371, 5.5735
0, 0, 0, 0, 0, 0, 0, 10.4885, 118.987, 64.462, 0, 19.6975, 0, 7.916, 17.3475, 25.38, 2.307, 6.5865, 7.731, 14.376, 13.466, 59.9475, 49.2835, 6.8245, 5.4295, 3.2035, 33.6855, 23.7515, 8.2085, 6.879, 1.148, 8.887, 7.15, 35.435, 12.5715, 6.884, 8.452, 1.1785, 2.095, 1.4795
0, 0, 0, 0, 0, 0, 0, 47.454, 1.8575, 0, 0, 0, 0, 0, 0, 10.7335, 0, 0.5835, 35.224, 33.157, 0, 0, 28.6585, 80.174, 13.5325, 7.9405, 41.92, 5.3405, 16.0225, 10.1455, 8.718, 3.472, 2.5145, 28.0655, 15.048, 4.2595, 7.2955, 0.6225, 1.049, 4.1455
0, 0, 0, 0, 0, 0, 0, 0, 4.189, 34.5095, 51.1845, 0, 46.8405, 0, 22.059, 23.853, 56.9915, 0, 3.9605, 26.144, 49.787, 28.124, 1.121, 5.65, 5.9585, 30.8215, 3.6435, 1.485, 27.8875, 0, 24.6645, 45.7875, 14.773, 13.0855, 8.5515, 2.7305, 1.149, 7.6095, 6.6285, 1.3505
0, 0, 0, 0, 0, 0, 0, 51.7125, 0, 22.146, 13.223, 9.2115, 0, 0, 7.921, 2.862, 0, 13.6725, 0, 15.7265, 0, 13.986, 0, 13.6985, 18.4525, 16.1375, 21.9715, 7.3675, 1.1715, 12.509, 1.1805, 0.5235, 0.2495, 5.6685, 0.3475, 5.6295, 8.8385, 16.958, 18.0635, 2.37
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5345, 14.3015, 4.8145, 29.6925, 4.4445, 1.223, 12.9895, 34.4255, 19.436, 0, 0, 0, 36.842, 0, 0, 0, 61.1635, 0, 6.091, 5.349, 8.778, 0.135, 3.861, 2.5625, 16.7695, 4.8975, 4.1605, 11.2215, 22.6335, 33.2805
