69, 67, 67, 66, 67, 66, 64, 63, 62, 60, 60, 59, 58, 60, 61, 60, 58, 57, 57, 55, 55, 56, 57, 58, 60, 60, 60, 59, 61, 61, 61, 63, 62, 63, 62, 62, 63, 63, 63
68, 67, 66, 65, 67, 67, 66, 63, 62, 62, 59, 58, 58, 57, 59, 58, 57, 57, 56, 58, 55, 56, 58, 56, 57, 60, 59, 60, 61, 60, 60, 63, 64, 62, 61, 61, 63, 61, 61
66, 69, 66, 67, 66, 69, 69, 66, 62, 61, 62, 60, 59, 56, 55, 56, 55, 58, 57, 59, 57, 56, 56, 59, 58, 60, 60, 58, 61, 61, 59, 59, 61, 62, 60, 59, 63, 62, 60
65, 68, 69, 69, 68, 66, 68, 67, 65, 63, 64, 63, 61, 58, 56, 57, 55, 56, 55, 56, 59, 59, 57, 56, 56, 58, 58, 59, 59, 60, 60, 59, 60, 61, 59, 60, 62, 61, 62
65, 66, 67, 70, 70, 68, 67, 66, 66, 66, 65, 63, 64, 63, 58, 55, 54, 55, 54, 55, 55, 59, 58, 59, 58, 58, 59, 58, 58, 58, 60, 60, 60, 60, 60, 59, 60, 60, 59
64, 67, 67, 68, 71, 71, 67, 67, 68, 65, 64, 65, 66, 64, 60, 58, 57, 56, 54, 54, 53, 54, 57, 58, 57, 57, 58, 57, 57, 57, 60, 59, 59, 60, 61, 61, 61, 62, 60
65, 66, 68, 68, 68, 69, 68, 68, 67, 68, 66, 64, 63, 64, 61, 59, 58, 59, 58, 56, 53, 53, 55, 59, 57, 56, 55, 55, 57, 58, 60, 58, 57, 58, 60, 60, 61, 61, 62
66, 66, 65, 66, 67, 68, 70, 68, 67, 68, 67, 66, 63, 64, 62, 61, 61, 58, 60, 59, 57, 55, 56, 56, 57, 58, 55, 54, 55, 55, 59, 57, 58, 57, 58, 58, 60, 59, 59
64, 64, 64, 66, 67, 66, 69, 69, 67, 66, 66, 68, 64, 64, 62, 62, 62, 61, 59, 61, 60, 58, 58, 58, 57, 56, 57, 55, 56, 54, 56, 58, 58, 57, 57, 57, 58, 57, 59
65, 66, 65, 67, 67, 67, 67, 69, 67, 66, 66, 65, 67, 63, 62, 61, 60, 61, 62, 60, 59, 60, 57, 56, 57, 58, 56, 58, 58, 55, 56, 57, 56, 55, 56, 55, 58, 57, 59
64, 66, 64, 64, 67, 66, 68, 70, 67, 65, 65, 64, 67, 65, 64, 64, 60, 60, 62, 61, 61, 61, 60, 57, 55, 55, 55, 58, 56, 57, 58, 58, 55, 55, 55, 55, 58, 56, 56
65, 66, 66, 64, 65, 67, 68, 70, 67, 68, 67, 65, 64, 66, 64, 65, 65, 62, 63, 64, 62, 61, 60, 61, 58, 57, 54, 56, 58, 58, 57, 58, 56, 57, 56, 53, 57, 58, 56
65, 67, 67, 67, 66, 64, 68, 69, 67, 69, 69, 65, 66, 63, 63, 65, 65, 64, 65, 64, 64, 64, 62, 59, 60, 56, 54, 53, 56, 57, 58, 57, 55, 54, 54, 55, 57, 58, 56
64, 64, 65, 67, 66, 66, 68, 69, 69, 69, 70, 67, 66, 65, 63, 63, 62, 65, 66, 64, 62, 62, 64, 61, 58, 57, 55, 54, 56, 57, 56, 58, 58, 54, 54, 53, 55, 56, 57
64, 66, 65, 64, 67, 65, 64, 66, 68, 70, 69, 70, 66, 65, 64, 64, 64, 62, 66, 65, 62, 61, 61, 62, 61, 60, 58, 55, 57, 57, 55, 58, 59, 57, 54, 52, 54, 54, 55
64, 63, 63, 63, 65, 67, 66, 65, 66, 68, 70, 70, 69, 68, 67, 63, 63, 65, 63, 64, 63, 63, 62, 62, 63, 62, 59, 56, 55, 57, 56, 58, 57, 58, 56, 55, 53, 52, 52
64, 65, 62, 62, 65, 65, 64, 67, 66, 68, 67, 69, 71, 69, 67, 64, 63, 65, 66, 66, 66, 64, 63, 61, 62, 62, 61, 57, 54, 55, 57, 58, 57, 57, 56, 54, 54, 55, 53
66, 66, 63, 64, 63, 65, 66, 64, 64, 66, 66, 68, 69, 70, 70, 68, 66, 65, 64, 65, 65, 65, 66, 65, 65, 61, 60, 58, 57, 55, 55, 57, 55, 56, 56, 57, 53, 54, 55
67, 67, 66, 64, 62, 65, 66, 67, 67, 67, 66, 65, 67, 68, 68, 67, 65, 66, 66, 65, 65, 64, 63, 63, 66, 62, 60, 58, 59, 58, 58, 57, 57, 56, 54, 58, 57, 53, 53
69, 67, 68, 65, 65, 65, 66, 65, 66, 65, 64, 65, 66, 67, 68, 70, 68, 65, 67, 66, 66, 67, 64, 62, 62, 65, 60, 61, 59, 58, 56, 56, 58, 56, 53, 54, 55, 54, 53
69, 68, 67, 67, 64, 63, 66, 66, 65, 67, 67, 64, 66, 65, 67, 67, 66, 68, 67, 67, 64, 67, 64, 63, 64, 63, 63, 63, 61, 58, 57, 56, 57, 57, 57, 56, 56, 57, 53
70, 70, 69, 68, 67, 66, 66, 66, 67, 66, 67, 65, 65, 67, 66, 65, 66, 66, 66, 68, 67, 68, 66, 65, 63, 62, 62, 61, 63, 59, 59, 56, 55, 58, 57, 56, 55, 58, 56
70, 72, 69, 67, 68, 69, 69, 67, 66, 67, 66, 67, 67, 66, 67, 65, 67, 65, 67, 67, 68, 66, 66, 67, 63, 63, 61, 59, 60, 59, 60, 59, 59, 58, 59, 58, 57, 55, 57
70, 71, 70, 68, 69, 70, 67, 68, 66, 68, 68, 68, 66, 66, 68, 65, 66, 67, 65, 66, 68, 68, 68, 67, 66, 65, 62, 61, 61, 60, 60, 58, 57, 60, 60, 60, 58, 55, 54
71, 69, 71, 71, 68, 69, 67, 67, 65, 67, 66, 68, 66, 65, 65, 66, 66, 65, 64, 65, 67, 68, 66, 69, 67, 65, 63, 61, 62, 62, 61, 58, 56, 58, 58, 58, 59, 56, 55
73, 71, 68, 72, 70, 70, 67, 65, 65, 65, 64, 64, 66, 66, 64, 66, 65, 67, 67, 66, 64, 68, 67, 67, 68, 65, 66, 62, 61, 62, 63, 60, 58, 58, 59, 58, 57, 59, 56
73, 70, 69, 68, 70, 69, 69, 66, 64, 64, 65, 66, 65, 65, 67, 66, 67, 67, 67, 66, 64, 66, 68, 67, 65, 65, 66, 64, 64, 62, 63, 61, 60, 59, 59, 59, 59, 59, 60
74, 73, 69, 68, 70, 68, 68, 66, 66, 64, 64, 66, 65, 64, 66, 66, 65, 68, 66, 65, 66, 64, 68, 67, 66, 66, 65, 65, 66, 65, 62, 63, 61, 61, 58, 57, 59, 59, 60
74, 75, 74, 69, 71, 68, 68, 67, 65, 65, 64, 63, 64, 65, 65, 65, 65, 65, 68, 65, 65, 65, 67, 66, 65, 66, 67, 67, 68, 67, 67, 65, 63, 63, 62, 58, 58, 58, 60
