"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Forest:2|Ocean:98", "Swamp:10|Ocean:90", "Swamp:46|Ocean:54", "Swamp:83|Ocean:17", "Swamp:90|Ocean:10", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:82|Ocean:18", "Swamp:73|Ocean:27", "Swamp:57|Ocean:43", "Swamp:94|Ocean:6", "Swamp:63|Ocean:37", "Swamp:75|Ocean:25", "Swamp:46|Ocean:54"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Ocean:99", "Swamp:5|Ocean:95", "Forest:1|Swamp:19|Ocean:80", "Swamp:48|Ocean:52", "Swamp:72|Ocean:28", "Swamp:91|Ocean:9", "Forest:5|Swamp:95", "Swamp:100", "Swamp:99|Ocean:1", "Swamp:99|Ocean:1", "Swamp:99|Ocean:1", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:99|Ocean:1", "Forest:5|Swamp:93|Ocean:2", "Forest:19|Swamp:72|Ocean:9", "Swamp:94|Ocean:6", "Forest:17|Swamp:65|Ocean:18", "Swamp:91|Ocean:9", "Swamp:91|Ocean:9", "Swamp:100", "Swamp:100", "Swamp:95|Ocean:5", "Swamp:73|Ocean:27", "Swamp:60|Ocean:40", "Swamp:29|Ocean:71", "Swamp:34|Ocean:66", "Swamp:49|Ocean:51", "Forest:40|Swamp:51|Ocean:9", "Swamp:90|Ocean:10"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Ocean:99", "Swamp:4|Ocean:96", "Swamp:21|Ocean:79", "Swamp:33|Ocean:67", "Swamp:40|Ocean:60", "Swamp:44|Ocean:56", "Swamp:56|Ocean:44", "Swamp:75|Ocean:25", "Swamp:84|Ocean:16", "Swamp:95|Ocean:5", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Forest:5|Swamp:95", "Forest:20|Swamp:79|Ocean:1", "Forest:10|Swamp:90", "Forest:4|Swamp:82|Ocean:14", "Swamp:92|Ocean:8", "Swamp:67|Ocean:33", "Swamp:73|Ocean:27", "Swamp:59|Ocean:41", "Swamp:74|Ocean:26", "Forest:4|Swamp:85|Ocean:11", "Swamp:87|Ocean:13", "Swamp:61|Ocean:39", "Swamp:25|Ocean:75", "Swamp:2|Ocean:98", "Swamp:4|Ocean:96", "Swamp:20|Ocean:80", "Forest:8|Swamp:9|Ocean:83", "Swamp:45|Ocean:55"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Ocean:99", "Swamp:2|Ocean:98", "Swamp:5|Ocean:95", "Swamp:13|Ocean:87", "Swamp:13|Ocean:87", "Swamp:25|Ocean:75", "Swamp:39|Ocean:61", "Swamp:51|Ocean:49", "Swamp:77|Ocean:23", "Forest:4|Swamp:84|Ocean:12", "Swamp:95|Ocean:5", "Swamp:100", "Swamp:100", "Swamp:99|Ocean:1", "Forest:49|Swamp:50|Ocean:1", "Plains:9|Forest:58|Swamp:15|Ocean:18", "Plains:38|Forest:50|Ocean:12", "Swamp:38|Ocean:62", "Forest:30|Ocean:70", "Forest:4|Swamp:12|Ocean:84", "Swamp:24|Ocean:76", "Swamp:44|Ocean:56", "Forest:62|Swamp:1|Ocean:37", "Swamp:33|Ocean:67", "Swamp:32|Ocean:68", "Swamp:13|Ocean:87", "Swamp:21|Ocean:79", "Swamp:23|Ocean:77", "Swamp:46|Ocean:54", "Plains:16|Forest:22|Ocean:62"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:5|Ocean:95", "Swamp:10|Ocean:90", "Swamp:28|Ocean:72", "Swamp:54|Ocean:46", "Forest:1|Swamp:60|Ocean:39", "Forest:2|Swamp:71|Ocean:27", "Swamp:75|Ocean:25", "Swamp:82|Ocean:18", "Forest:4|Swamp:91|Ocean:5", "Swamp:86|Ocean:14", "Plains:44|Forest:41|Ocean:15", "Forest:30|Swamp:3|Ocean:67", "Forest:20|Swamp:3|Ocean:77", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:25|Ocean:75", "Swamp:33|Ocean:67", "Swamp:59|Ocean:41", "Swamp:27|Ocean:73", "Swamp:32|Ocean:68", "Swamp:6|Ocean:94", "Swamp:19|Ocean:81", "Swamp:11|Ocean:89"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:2|Ocean:98", "Swamp:6|Ocean:94", "Swamp:37|Ocean:63", "Forest:6|Swamp:53|Ocean:41", "Swamp:67|Ocean:33", "Swamp:75|Ocean:25", "Swamp:76|Ocean:24", "Forest:25|Swamp:65|Ocean:10", "Forest:49|Swamp:2|Ocean:49", "Swamp:51|Ocean:49", "Forest:26|Ocean:74", "Forest:13|Ocean:87", "Swamp:11|Ocean:89", "Swamp:3|Ocean:97", "Swamp:27|Ocean:73", "Swamp:50|Ocean:50", "Swamp:54|Ocean:46", "Swamp:72|Ocean:28", "Swamp:32|Ocean:68", "Swamp:35|Ocean:65", "Swamp:45|Ocean:55"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Forest:12|Swamp:1|Ocean:87", "Forest:9|Ocean:91", "Forest:6|Swamp:17|Ocean:77", "Swamp:19|Ocean:81", "Swamp:20|Ocean:80", "Swamp:27|Ocean:73", "Forest:17|Swamp:8|Ocean:75", "Swamp:24|Ocean:76", "Forest:34|Swamp:9|Ocean:57", "Forest:13|Swamp:3|Ocean:84", "Plains:3|Forest:10|Ocean:87", "Ocean:100", "Swamp:23|Ocean:77", "Swamp:37|Ocean:63", "Swamp:66|Ocean:34", "Swamp:49|Ocean:51", "Swamp:50|Ocean:50", "Swamp:41|Ocean:59", "Swamp:28|Ocean:72"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:8|Ocean:92", "Swamp:4|Ocean:96", "Forest:2|Swamp:8|Ocean:90", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:11|Ocean:89", "Swamp:16|Ocean:84", "Forest:27|Ocean:73", "Forest:4|Swamp:14|Ocean:82", "Forest:8|Swamp:2|Ocean:90", "Ocean:100", "Swamp:7|Ocean:93", "Swamp:12|Ocean:88", "Swamp:32|Ocean:68", "Swamp:2|Ocean:98", "Swamp:63|Ocean:37", "Swamp:53|Ocean:47", "Swamp:68|Ocean:32"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:3|Ocean:97", "Swamp:4|Ocean:96", "Swamp:3|Ocean:97", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:4|Ocean:96", "Forest:1|Swamp:9|Ocean:90", "Swamp:9|Ocean:91", "Swamp:6|Ocean:94", "Swamp:4|Ocean:96", "Swamp:13|Ocean:87", "Swamp:12|Ocean:88", "Swamp:33|Ocean:67", "Swamp:23|Ocean:77", "Swamp:64|Ocean:36", "Swamp:31|Ocean:69", "Swamp:81|Ocean:19"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Forest:4|Ocean:96", "Forest:4|Ocean:96", "Swamp:29|Ocean:71", "Swamp:31|Ocean:69", "Swamp:62|Ocean:38", "Swamp:68|Ocean:32", "Swamp:88|Ocean:12", "Swamp:84|Ocean:16", "Swamp:89|Ocean:11"
