"Plains:70|Forest:2|Ocean:28", "Plains:90|Ocean:10", "Plains:15|Forest:80|Swamp:5", "Desert:5|Plains:55|Forest:40", "Plains:10|Forest:90", "Plains:35|Forest:65", "Plains:20|Forest:35|Swamp:5|Savannah:5|Monsoon Forest:30|Rainforest:5", "Swamp:5|Savannah:5|Monsoon Forest:50|Rainforest:40", "Swamp:10|Monsoon Forest:10|Rainforest:80", "Swamp:20|Rainforest:80", "Rainforest:100", "Swamp:80|Rainforest:20", "Forest:15|Swamp:85", "Plains:25|Forest:75", "Forest:65|Swamp:35", "Plains:5|Forest:65|Swamp:30", "Plains:65|Forest:35", "Plains:100", "Desert:90|Plains:10", "Desert:90|Plains:10", "Desert:25|Plains:75", "Plains:90|Forest:10", "Plains:75|Forest:25", "Plains:60|Forest:40", "Plains:35|Forest:65", "Plains:5|Forest:75|Swamp:20", "Plains:5|Forest:75|Swamp:20", "Forest:45|Swamp:55", "Forest:5|Swamp:95", "Swamp:100", "Forest:55|Swamp:45", "Forest:55|Swamp:45", "Plains:30|Forest:70", "Plains:55|Forest:45", "Plains:95|Forest:5", "Desert:10|Plains:90", "Plains:85|Forest:15", "Plains:30|Forest:65|Swamp:5", "Desert:10|Plains:90", "Plains:50|Forest:50"
"Desert:3|Plains:50|Ocean:47", "Plains:3|Forest:58|Swamp:20|Ocean:19", "Plains:89|Forest:10|Ocean:1", "Plains:5|Forest:95", "Forest:40|Swamp:60", "Plains:10|Forest:75|Swamp:15", "Plains:55|Forest:45", "Desert:10|Plains:90", "Forest:25|Swamp:70|Rainforest:5", "Forest:10|Swamp:25|Monsoon Forest:5|Rainforest:60", "Monsoon Forest:5|Rainforest:95", "Forest:10|Swamp:15|Monsoon Forest:35|Rainforest:40", "Forest:45|Swamp:50|Rainforest:5", "Forest:45|Swamp:55", "Forest:75|Swamp:5|Monsoon Forest:5|Rainforest:15", "Forest:25|Swamp:75", "Plains:90|Forest:10", "Plains:75|Forest:25", "Desert:30|Plains:70", "Desert:10|Plains:90", "Plains:95|Forest:5", "Desert:5|Plains:95", "Desert:95|Plains:5", "Plains:15|Forest:80|Swamp:5", "Swamp:100", "Plains:10|Forest:75|Swamp:15", "Plains:5|Forest:75|Swamp:20", "Plains:15|Forest:65|Swamp:20", "Forest:80|Swamp:20", "Forest:5|Swamp:95", "Plains:5|Forest:75|Swamp:20", "Plains:25|Forest:75", "Plains:65|Forest:35", "Plains:40|Forest:60", "Plains:15|Forest:75|Swamp:10", "Plains:40|Forest:60", "Plains:5|Forest:80|Swamp:15", "Plains:60|Forest:40", "Plains:5|Forest:50|Swamp:20|Monsoon Forest:20|Rainforest:5", "Plains:95|Forest:5"
"Plains:2|Ocean:98", "Plains:47|Forest:9|Ocean:44", "Plains:30|Forest:63|Ocean:7", "Plains:65|Forest:35", "Forest:20|Swamp:80", "Forest:40|Swamp:60", "Plains:10|Forest:55|Swamp:35", "Plains:10|Forest:70|Swamp:20", "Plains:5|Forest:70|Swamp:25", "Plains:5|Forest:90|Swamp:5", "Plains:55|Forest:15|Savannah:15|Monsoon Forest:15", "Swamp:10|Savannah:5|Monsoon Forest:10|Rainforest:75", "Forest:10|Swamp:5|Monsoon Forest:30|Rainforest:55", "Plains:5|Forest:30|Swamp:5|Monsoon Forest:55|Rainforest:5", "Forest:80|Swamp:5|Monsoon Forest:15", "Plains:10|Forest:85|Monsoon Forest:5", "Forest:10|Swamp:90", "Forest:40|Swamp:60", "Plains:10|Forest:75|Swamp:15", "Plains:35|Forest:65", "Desert:10|Plains:90", "Plains:75|Forest:25", "Desert:25|Plains:75", "Plains:85|Forest:15", "Plains:15|Forest:55|Swamp:30", "Plains:20|Forest:75|Swamp:5", "Plains:5|Forest:75|Swamp:20", "Plains:5|Forest:75|Swamp:20", "Plains:55|Forest:45", "Forest:35|Swamp:65", "Plains:15|Forest:55|Swamp:30", "Plains:80|Forest:20", "Plains:50|Forest:50", "Plains:90|Forest:10", "Plains:95|Forest:5", "Plains:25|Forest:75", "Forest:25|Swamp:75", "Forest:5|Swamp:95", "Plains:50|Forest:45|Ocean:5", "Forest:39|Swamp:30|Monsoon Forest:11|Rainforest:10|Ocean:10"
"Ocean:100", "Desert:1|Plains:35|Ocean:64", "Plains:74|Ocean:26", "Forest:65|Swamp:24|Ocean:11", "Plains:4|Forest:68|Swamp:20|Ocean:8", "Forest:35|Swamp:60|Ocean:5", "Plains:20|Forest:75|Swamp:5", "Plains:75|Forest:25", "Forest:35|Swamp:65", "Forest:65|Swamp:35", "Plains:10|Forest:55|Savannah:5|Monsoon Forest:30", "Plains:35|Forest:65", "Swamp:25|Rainforest:75", "Swamp:5|Rainforest:95", "Plains:5|Forest:60|Swamp:15|Monsoon Forest:20", "Plains:100", "Plains:10|Forest:80|Savannah:5|Monsoon Forest:5", "Plains:15|Forest:85", "Plains:15|Forest:80|Swamp:5", "Forest:50|Swamp:50", "Plains:100", "Desert:50|Plains:50", "Desert:20|Plains:80", "Desert:15|Plains:85", "Plains:5|Forest:75|Swamp:20", "Plains:60|Forest:40", "Plains:70|Forest:30", "Plains:95|Forest:5", "Plains:45|Forest:45|Swamp:5|Ocean:5", "Plains:96|Ocean:4", "Plains:19|Forest:56|Swamp:20|Ocean:5", "Plains:29|Forest:66|Ocean:5", "Forest:31|Swamp:59|Ocean:10", "Plains:89|Ocean:11", "Plains:96|Ocean:4", "Plains:95|Forest:5", "Plains:25|Forest:75", "Forest:80|Swamp:20", "Plains:15|Forest:76|Swamp:4|Ocean:5", "Plains:30|Forest:60|Swamp:10"
"Ocean:100", "Desert:1|Plains:15|Ocean:84", "Plains:25|Ocean:75", "Plains:4|Forest:36|Ocean:60", "Forest:30|Swamp:26|Ocean:44", "Plains:10|Forest:46|Swamp:25|Ocean:19", "Forest:35|Swamp:65", "Plains:55|Forest:45", "Plains:10|Forest:60|Swamp:30", "Forest:40|Swamp:60", "Plains:25|Forest:75", "Forest:65|Swamp:35", "Forest:15|Swamp:85", "Swamp:100", "Swamp:95|Rainforest:5", "Swamp:100", "Plains:25|Forest:75", "Forest:10|Swamp:50|Rainforest:40", "Plains:100", "Plains:40|Forest:60", "Plains:100", "Desert:100", "Desert:20|Plains:80", "Plains:45|Forest:55", "Desert:75|Plains:25", "Forest:55|Swamp:45", "Forest:50|Swamp:50", "Plains:60|Forest:39|Ocean:1", "Plains:15|Forest:65|Swamp:13|Ocean:7", "Plains:40|Forest:54|Swamp:5|Ocean:1", "Desert:5|Plains:76|Forest:12|Ocean:7", "Desert:55|Plains:40|Ocean:5", "Plains:63|Forest:30|Ocean:7", "Forest:79|Swamp:14|Ocean:7", "Plains:48|Forest:46|Ocean:6", "Desert:20|Plains:80", "Plains:60|Forest:36|Ocean:4", "Plains:30|Forest:67|Ocean:3", "Forest:34|Swamp:56|Ocean:10", "Plains:62|Forest:30|Ocean:8"
"Ocean:100", "Swamp:3|Ocean:97", "Forest:3|Ocean:97", "Swamp:3|Ocean:97", "Swamp:10|Ocean:90", "Forest:20|Swamp:19|Ocean:61", "Forest:39|Swamp:31|Ocean:30", "Plains:36|Forest:51|Ocean:13", "Plains:10|Forest:85|Swamp:5", "Plains:20|Forest:80", "Plains:5|Forest:60|Swamp:35", "Forest:15|Swamp:85", "Forest:60|Swamp:40", "Forest:30|Swamp:70", "Swamp:20|Monsoon Forest:5|Rainforest:75", "Forest:10|Swamp:90", "Forest:15|Swamp:85", "Plains:70|Forest:30", "Forest:25|Swamp:15|Monsoon Forest:50|Rainforest:10", "Plains:60|Forest:40", "Plains:75|Savannah:25", "Desert:55|Plains:45", "Desert:100", "Desert:5|Plains:95", "Plains:95|Forest:5", "Plains:95|Forest:5", "Plains:35|Forest:60|Swamp:5", "Plains:94|Forest:5|Ocean:1", "Desert:8|Plains:77|Ocean:15", "Desert:14|Plains:56|Ocean:30", "Desert:10|Plains:62|Forest:5|Ocean:23", "Desert:19|Plains:71|Ocean:10", "Desert:18|Plains:71|Ocean:11", "Desert:10|Plains:82|Ocean:8", "Plains:64|Forest:31|Ocean:5", "Plains:90|Forest:10", "Plains:92|Forest:5|Ocean:3", "Plains:50|Forest:50", "Forest:25|Swamp:72|Ocean:3", "Plains:10|Forest:65|Swamp:25"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:11|Ocean:89", "Plains:7|Forest:28|Swamp:6|Ocean:59", "Plains:52|Ocean:48", "Plains:80|Ocean:20", "Desert:10|Plains:74|Ocean:16", "Plains:39|Forest:60|Ocean:1", "Forest:20|Swamp:80", "Forest:15|Swamp:85", "Forest:55|Swamp:45", "Plains:5|Forest:10|Swamp:85", "Plains:5|Forest:20|Swamp:60|Monsoon Forest:10|Rainforest:5", "Forest:80|Swamp:20", "Plains:90|Forest:10", "Plains:60|Forest:40", "Plains:20|Forest:25|Savannah:35|Monsoon Forest:20", "Plains:100", "Desert:100", "Desert:20|Plains:80", "Desert:100", "Desert:100", "Plains:95|Forest:5", "Plains:100", "Plains:84|Forest:15|Ocean:1", "Plains:55|Forest:23|Ocean:22", "Plains:48|Forest:3|Ocean:49", "Plains:52|Ocean:48", "Desert:40|Plains:23|Ocean:37", "Plains:79|Ocean:21", "Desert:95|Ocean:5", "Desert:5|Plains:95", "Desert:5|Plains:95", "Plains:92|Ocean:8", "Desert:50|Plains:43|Ocean:7", "Plains:40|Forest:47|Swamp:5|Ocean:8", "Plains:15|Forest:70|Swamp:15"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Forest:3|Swamp:10|Ocean:87", "Plains:21|Ocean:79", "Forest:39|Swamp:11|Ocean:50", "Plains:46|Ocean:54", "Plains:53|Forest:15|Ocean:32", "Desert:3|Plains:76|Ocean:21", "Plains:4|Forest:76|Swamp:15|Ocean:5", "Plains:60|Forest:36|Ocean:4", "Desert:10|Plains:85|Forest:5", "Forest:40|Savannah:5|Monsoon Forest:50|Rainforest:5", "Plains:85|Forest:15", "Plains:35|Forest:65", "Desert:15|Plains:85", "Desert:5|Plains:95", "Forest:15|Savannah:50|Monsoon Forest:35", "Plains:70|Savannah:30", "Desert:75|Plains:25", "Desert:85|Plains:15", "Desert:15|Plains:85", "Desert:85|Plains:15", "Desert:5|Plains:90|Forest:5", "Plains:5|Forest:65|Swamp:30", "Plains:1|Forest:72|Swamp:8|Ocean:19", "Plains:54|Forest:14|Ocean:32", "Forest:24|Swamp:20|Ocean:56", "Plains:27|Forest:26|Ocean:47", "Plains:52|Forest:17|Ocean:31", "Plains:89|Ocean:11", "Desert:100", "Desert:45|Plains:54|Ocean:1", "Desert:5|Plains:91|Ocean:4", "Desert:32|Plains:55|Ocean:13", "Plains:50|Forest:35|Ocean:15", "Plains:87|Ocean:13"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Forest:1|Swamp:3|Ocean:96", "Forest:26|Swamp:14|Ocean:60", "Plains:65|Ocean:35", "Forest:50|Swamp:50", "Plains:29|Forest:58|Ocean:13", "Plains:91|Forest:5|Ocean:4", "Plains:96|Ocean:4", "Desert:10|Plains:90", "Plains:100", "Forest:60|Swamp:40", "Forest:100", "Plains:40|Forest:60", "Plains:40|Forest:5|Savannah:40|Monsoon Forest:15", "Desert:90|Hot Desert:10", "Desert:100", "Desert:90|Plains:10", "Desert:5|Plains:95", "Desert:10|Plains:90", "Desert:15|Plains:85", "Plains:90|Ocean:10", "Plains:13|Forest:66|Swamp:3|Ocean:18", "Plains:46|Forest:16|Ocean:38", "Plains:19|Forest:50|Ocean:31", "Plains:22|Forest:45|Ocean:33", "Desert:4|Plains:80|Ocean:16", "Desert:90|Plains:10", "Desert:95|Ocean:5", "Desert:58|Plains:24|Ocean:18", "Plains:22|Forest:7|Ocean:71", "Plains:30|Ocean:70", "Plains:13|Ocean:87"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Desert:10|Ocean:90", "Forest:17|Ocean:83", "Desert:23|Plains:17|Ocean:60", "Plains:30|Forest:5|Ocean:65", "Plains:19|Forest:50|Ocean:31", "Plains:1|Forest:48|Swamp:4|Ocean:47", "Plains:92|Ocean:8", "Plains:93|Ocean:7", "Plains:70|Forest:30", "Plains:100", "Forest:10|Swamp:90", "Plains:45|Forest:55", "Plains:15|Savannah:85", "Desert:15|Plains:40|Hot Desert:10|Savannah:35", "Desert:15|Plains:85", "Desert:100", "Desert:85|Plains:15", "Desert:85|Plains:15", "Plains:90|Forest:10", "Forest:75|Swamp:25", "Plains:60|Forest:31|Ocean:9", "Plains:53|Forest:35|Ocean:12", "Desert:22|Plains:63|Ocean:15", "Plains:25|Forest:70|Ocean:5", "Plains:100", "Desert:97|Ocean:3", "Desert:71|Plains:18|Ocean:11", "Plains:10|Ocean:90", "Plains:28|Ocean:72", "Plains:29|Ocean:71"
