0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
620.52, 502.21, 47.68, 173.12, 38.94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
235.16, 0, 151.4, 0, 42.66, 36.51, 20.84, 67.46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
166.03, 510.94, 60.03, 73.34, 11.37, 43.94, 0, 415.13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
498.75, 555.76, 607.46, 167.69, 0, 10.93, 230.07, 0.51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15.32, 2.91, 14.49, 331.18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
49.81, 13.88, 3.59, 376.1, 229.97, 373.68, 106.54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
163.96, 4.18, 1.96, 0.61, 13.54, 146.13, 217.05, 1.78, 479.43, 198.67, 4.55, 9.29, 891.98, 187.6, 78.77, 2.97, 175.54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
222.81, 13.91, 7.56, 2.82, 1.98, 16.6, 12.29, 308.72, 0.66, 0.6, 0.62, 0.68, 0.59, 5.3, 2.43, 3.53, 94.67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
76.06, 116.08, 417.71, 154.87, 36.99, 20.96, 223.73, 85.43, 3.02, 0.08, 0.78, 0.06, 0.14, 0.72, 0.14, 4.11, 54.79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 553.73, 327.52, 897.91, 587.86, 282.65, 5.45, 3.8, 0.35, 1.25, 0.12, 0.31, 0.04, 1.45, 225.08, 37.06, 57.94, 39.07, 32.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 387.95, 73.66, 8.31, 0.78, 2.21, 3.07, 0.82, 0.83, 0.1, 3.91, 3.76, 3.45, 3.1, 3.34, 1.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 24.18, 114.48, 41.21, 1.58, 1.46, 1.44, 81.94, 1.73, 0.09, 0.29, 0.79, 0.8, 1.39, 0.31, 1.56, 14.44, 57.94, 59.26, 4.5, 2.58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 326.53, 16.17, 67.24, 1.84, 3.4, 1.23, 0.67, 378.23, 0.11, 0.09, 0.02, 0.57, 1.05, 0.45, 1.22, 0.45, 14.73, 0.43, 3.73, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 8.99, 119.93, 25.29, 92.84, 8.15, 258.43, 2.88, 0.72, 1.13, 1.87, 1.78, 2.4, 0.09, 0.31, 0.75, 0.52, 0.03, 1.9, 0.62, 18.91, 3.65, 7.97, 0.71, 2.29, 13.51, 4.34, 34.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0.01, 0, 2.01, 0, 0, 23.37, 182.04, 0.59, 1.34, 1.56, 0.53, 3.01, 1.01, 0.33, 0.18, 0.39, 0.98, 0.08, 0.12, 3.65, 1.89, 0.07, 0.64, 0.18, 0.26, 1.74, 0.91, 3.84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 1.53, 3.57, 3.01, 0, 0, 3.56, 0.31, 0.91, 8.48, 0.29, 0.49, 2.9, 4.33, 0.48, 1.73, 0.33, 0.15, 0.1, 0.32, 0.63, 31.2, 2.61, 1.14, 0.04, 0.07, 0.35, 1.92, 0.69, 2.77, 16.25, 16.12, 7.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 291.06, 0.43, 0.19, 0.37, 3.15, 1.93, 50.04, 5.07, 4.77, 73.72, 0.48, 0.68, 0.06, 0.07, 0.9, 5.34, 93.94, 11.12, 3.14, 0.98, 0.03, 1.98, 0.57, 7, 9.48, 9.39, 6.68, 299.9, 167.67, 15.68, 80.19, 170.35, 26.14, 73.5, 0.38, 208.13, 0.28, 21.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 291.32, 119.02, 2.09, 0.37, 0.77, 2.58, 0.9, 4.1, 2.52, 1.6, 3.84, 1.07, 95.08, 0.17, 192.81, 31.94, 10.51, 7.36, 0.34, 0.01, 0.01, 0.04, 0.27, 2.85, 2.37, 3.57, 0, 25.96, 153.43, 18.13, 23.88, 0.74, 5.17, 0, 1.17, 0, 4.48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19.73, 1.58, 8.39, 90.73, 14.36, 0.95, 0.47, 0.97, 0.06, 2.75, 1.02, 0.24, 1.77, 0.66, 0.68, 2.53, 103.43, 0.01, 0.01, 0.13, 0.1, 0.49, 64.99, 67.11, 176.14, 143.21, 220.57, 869.83, 14.56, 45.28, 176.33, 7.73, 24.58, 2.17, 2.33, 1.22, 82.77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
