9.11, 6.75, 8.17, 5.92, 6.4, 8.17, 7.28, 9.17, 7.09, 4.2, 2.55, 2.31, 4.14, 1.19, 1.25, 3.46, 1.81, 0, 0, 0, 2.29, 4.67, 2.83, 0, 0, 0, 0, 0, 0, 2.1, 4.57, 3.63, 4.21, 4.87, 6, 7.35, 8.03, 9.93, 8.13, 5.71, 7.87, 10.42, 11.85, 10.11, 10.97, 11.73, 10.77, 10.1, 8.72, 10.97, 8.21, 10.37, 12, 9.39, 7.59, 9.02, 7.35, 7.53, 5.01
9.97, 10.19, 6.2, 4.87, 5.13, 5.96, 5.01, 4.33, 4.4, 6.45, 5.43, 2.52, 0.39, 3.76, 2.31, 0.35, 1.41, 3.91, 0.27, 2.98, 0, 0.98, 4.57, 1.87, 0.01, 1.83, 0.68, 2.8, 1.05, 1.37, 0, 2.53, 1.22, 2.29, 4.93, 6.55, 9.14, 7.92, 6.07, 5.43, 8.58, 8.75, 8.77, 10.25, 7.72, 8.03, 9.43, 9.51, 6.45, 7.4, 8.65, 6.2, 10.2, 12, 7.42, 10.48, 8.43, 9.05, 5.44
8.25, 12, 7.05, 4.55, 7.82, 7.39, 7.92, 4.57, 4.99, 2.62, 5.93, 3.02, 4.71, 4.76, 3.88, 4.95, 2.43, 4.22, 1.36, 0.28, 0, 1.7, 0, 0.54, 1.2, 2.15, 4.33, 3.82, 4.81, 0, 0, 0, 3.46, 0.46, 1.11, 2.77, 4.84, 7.95, 6.99, 7, 4.01, 6.4, 6.98, 9.93, 12, 10.95, 10.35, 7.62, 6.14, 5.23, 6.48, 8.17, 10.75, 12, 11.24, 7.53, 10.34, 11.68, 11.52
9.21, 6.9, 10.03, 4.99, 6.95, 6.62, 5.5, 5.1, 4.75, 3.59, 4.53, 7.26, 2.07, 6.3, 2.99, 4.15, 3.32, 5.86, 2.09, 0, 0, 0, 1.98, 2.37, 0, 3.33, 2.07, 6.22, 6.13, 5.72, 2.66, 0, 3.3, 0, 0, 0.73, 0, 6.14, 6.16, 4.12, 6, 3.84, 4.06, 5.63, 10.74, 11.87, 9.11, 6.92, 5.49, 3.12, 5.13, 7.39, 6.5, 8.39, 10.71, 9.6, 11.39, 10.83, 12
10.27, 7.63, 6.83, 5.1, 7.87, 4.54, 7.6, 6.09, 5.79, 2.7, 5.71, 3.36, 4.75, 6.99, 4.22, 2.96, 4.64, 4.3, 4.45, 1.03, 0, 0.37, 1.21, 0.21, 3.69, 2.55, 5.29, 3.98, 3.5, 3.17, 4.51, 0.29, 0.79, 3.95, 4.16, 0, 0, 2.8, 2.11, 4.09, 4.67, 6.42, 2.7, 5.03, 5.36, 12, 12, 10.86, 5.49, 5.25, 5.52, 7.1, 7.43, 7.69, 8.58, 7.25, 9.53, 12, 12
12, 9.8, 7.54, 7.34, 4.55, 5.59, 6.74, 6.12, 3.57, 3.06, 2.03, 2.66, 2.84, 4.49, 5.87, 3.02, 6.02, 4.22, 3.89, 2.98, 0.04, 2.62, 2.36, 1.92, 1.98, 5.54, 6.55, 6.49, 6.81, 2.09, 1.34, 0, 0, 0, 0.05, 0, 0, 0, 1.83, 3.42, 1.46, 5.96, 7.43, 2.08, 2.8, 4.37, 12, 12, 12, 9.98, 6.4, 4.07, 8.53, 7.52, 10.32, 5.76, 4.67, 9.26, 8.89
11.06, 10.53, 10.41, 8.96, 4.64, 2.32, 6.52, 7.62, 7.98, 5.1, 3.7, 2.76, 3.59, 4.17, 4.16, 6.35, 6.31, 7.23, 6.8, 1.94, 0.13, 0, 0, 0, 0.3, 0.99, 4.03, 6.78, 4.28, 2.21, 1.15, 0.64, 1.81, 2.51, 0.59, 1.91, 2.82, 3.29, 1.62, 2.79, 0, 0, 4.46, 4, 3.7, 1, 4.14, 11.3, 9.42, 9.05, 5.94, 7.59, 9.08, 5.84, 5.95, 5.23, 5.94, 4.81, 9.83
9.9, 10.29, 7.82, 7.65, 6.13, 2.51, 2.31, 3.91, 6.19, 4.31, 6.76, 5.47, 6.81, 4.6, 6.73, 7.01, 8.52, 9.06, 7.66, 4.98, 3.6, 3.45, 1.7, 1.32, 2.83, 2.57, 3.39, 4.05, 4.28, 1.13, 3.92, 0, 2.42, 4.57, 2.54, 4.4, 2.35, 5.67, 4.58, 0.99, 3.76, 3.62, 3.03, 4.06, 5.35, 0.53, 4.83, 7.4, 10.05, 12, 10.1, 8.89, 7.42, 5.76, 6.67, 3.22, 7.32, 5.31, 9.45
11.56, 11.29, 8.56, 6.07, 6.65, 2.99, 4.65, 2.95, 1.96, 6.8, 8.92, 7.29, 6.97, 8.21, 5.76, 4.01, 4.93, 7.98, 10.79, 6.78, 5.11, 4.35, 4.52, 2.21, 3.93, 1.65, 0, 0, 0, 4.27, 4.89, 3.06, 4.47, 6.26, 7.41, 2.09, 2.23, 3.11, 3.45, 5.01, 0.53, 1.74, 4.65, 5.12, 6.89, 2.23, 1.98, 2.84, 7.97, 7.99, 7.43, 6.22, 6.8, 8.36, 4.83, 5.29, 5.3, 5.52, 7.52
11.06, 12, 8.43, 5.01, 2.99, 7.06, 5.3, 6.98, 2.09, 1.96, 7.16, 6.52, 9.47, 8.98, 8.13, 7.54, 6.55, 3.75, 7.55, 10.91, 10.49, 9.33, 7.06, 2.33, 4.37, 4.23, 1.07, 0, 0, 3.54, 3.41, 4.02, 6.35, 8.1, 4.7, 5.08, 5.7, 3.43, 5.92, 4.27, 1.85, 0.91, 0, 1.89, 1.72, 5.59, 0.7, 1.49, 3.94, 3.89, 6.89, 5.85, 6.69, 7.44, 8.8, 5.32, 7.73, 5.16, 3.49
