86, 86, 87, 88, 88, 90, 89, 87, 87, 89, 89, 90, 91, 89, 89, 90, 91, 90, 92, 92, 90, 90, 91, 90, 91, 91, 92, 91, 89, 90, 88, 90, 88, 88, 86, 85, 85, 85, 86, 87, 86, 84, 84, 84, 84, 85, 84, 85, 85, 87, 88, 87, 88, 89, 90, 90, 91, 92, 92
87, 85, 87, 87, 88, 87, 89, 86, 85, 88, 87, 89, 91, 91, 88, 90, 92, 92, 90, 91, 89, 89, 92, 92, 90, 90, 90, 90, 88, 90, 91, 90, 90, 89, 86, 84, 84, 86, 87, 88, 86, 86, 87, 85, 83, 83, 82, 84, 83, 83, 85, 88, 89, 87, 90, 89, 91, 90, 92
88, 88, 85, 85, 89, 87, 89, 89, 87, 88, 86, 89, 89, 89, 88, 88, 90, 92, 90, 89, 88, 88, 90, 93, 91, 89, 88, 90, 89, 90, 91, 89, 91, 89, 88, 86, 84, 86, 87, 89, 89, 87, 85, 87, 83, 85, 81, 81, 84, 85, 84, 87, 89, 90, 91, 90, 91, 91, 93
86, 88, 86, 87, 87, 87, 89, 88, 90, 87, 88, 88, 87, 90, 88, 86, 90, 93, 91, 91, 88, 88, 89, 91, 91, 91, 88, 87, 90, 89, 89, 88, 91, 91, 88, 88, 85, 84, 87, 87, 89, 89, 88, 86, 83, 84, 82, 80, 80, 85, 85, 87, 89, 89, 92, 91, 89, 92, 92
87, 87, 88, 88, 85, 87, 87, 87, 90, 91, 89, 90, 88, 88, 88, 86, 89, 92, 93, 93, 90, 90, 89, 90, 91, 92, 92, 87, 88, 90, 88, 88, 89, 91, 89, 90, 89, 84, 87, 89, 88, 90, 88, 87, 86, 84, 85, 82, 79, 82, 85, 87, 88, 87, 89, 92, 90, 91, 90
86, 85, 85, 86, 86, 85, 87, 87, 90, 91, 89, 90, 88, 89, 87, 85, 85, 88, 91, 92, 94, 91, 90, 90, 92, 93, 93, 90, 90, 91, 91, 87, 88, 90, 90, 91, 89, 86, 86, 89, 88, 89, 90, 89, 87, 84, 85, 85, 82, 82, 83, 86, 88, 89, 88, 91, 91, 89, 91
88, 87, 84, 84, 86, 84, 86, 88, 90, 92, 92, 92, 92, 90, 88, 87, 84, 85, 88, 92, 93, 92, 90, 89, 91, 91, 94, 93, 91, 89, 89, 90, 88, 90, 90, 90, 90, 89, 89, 87, 88, 89, 91, 89, 89, 88, 84, 84, 83, 81, 83, 83, 85, 87, 86, 87, 89, 91, 92
90, 87, 87, 85, 85, 85, 86, 86, 90, 89, 89, 92, 94, 91, 91, 89, 86, 86, 84, 87, 91, 91, 91, 90, 90, 92, 93, 93, 91, 89, 91, 90, 91, 90, 88, 90, 91, 91, 91, 90, 90, 90, 89, 89, 88, 87, 85, 84, 82, 81, 84, 85, 84, 84, 86, 87, 88, 91, 90
92, 88, 89, 85, 85, 87, 87, 87, 86, 87, 89, 90, 94, 93, 91, 92, 90, 87, 84, 83, 85, 90, 89, 90, 91, 92, 92, 94, 94, 90, 91, 90, 92, 90, 87, 90, 89, 90, 92, 93, 91, 89, 91, 88, 88, 88, 88, 87, 84, 84, 85, 84, 86, 86, 84, 86, 86, 87, 88
94, 91, 90, 88, 85, 87, 85, 87, 86, 86, 88, 89, 92, 94, 93, 93, 93, 92, 88, 85, 84, 86, 90, 92, 90, 91, 90, 91, 92, 92, 91, 91, 91, 92, 90, 87, 87, 87, 91, 90, 93, 92, 90, 88, 89, 87, 87, 87, 87, 86, 86, 86, 84, 84, 85, 85, 86, 86, 87
92, 91, 91, 88, 87, 87, 86, 87, 87, 84, 85, 88, 92, 92, 92, 93, 93, 92, 90, 88, 85, 87, 88, 89, 92, 92, 93, 91, 91, 92, 94, 93, 90, 91, 92, 89, 86, 88, 88, 91, 92, 94, 93, 90, 90, 89, 89, 89, 87, 87, 85, 87, 88, 87, 85, 86, 87, 85, 84
