2.85, 1.11, 0, 1.37, 0.14, 0, 0.39, 2.59, 3.09, 1.22, 1.72, 0.64, 0, 2.4, 1.82, 4.34, 5.6, 4.14, 2.15, 0, 2.38, 1.77, 0, 0, 2.8, 2.17, 0, 0.95, 0, 1.25, 3, 5.29, 3.98, 2.12, 1.09, 1.62, 4.01, 3.11, 4.05, 4.93, 7.67, 5.64, 6.31, 8.63, 9.92, 7.27, 7.17, 8.49, 8.04, 8.08, 10.62, 8.12, 6.48, 5.08, 4.61, 2.8, 3.05, 5.77, 5.27
4.25, 3.35, 2.88, 4.14, 3.32, 1.14, 0, 2.33, 1.94, 0, 3.06, 1.53, 0.6, 1.79, 3.86, 4.1, 5.18, 6.71, 5.55, 5.27, 1.49, 0, 0, 0, 3.39, 2.12, 2.18, 3.04, 1.02, 0, 0.85, 1.74, 2.28, 4.52, 5.08, 3.31, 0.3, 2.07, 0.99, 5.89, 4.75, 5.92, 5.36, 4.86, 7.14, 6.15, 4.01, 4.16, 4.16, 6.68, 7.3, 9.75, 6.71, 8.15, 3.2, 4.57, 1.02, 4.89, 4.36
7.1, 4.14, 3.45, 5.73, 5.75, 1.96, 0, 0, 0, 0.91, 0, 0, 0.57, 0, 0.44, 5.77, 5.84, 3.25, 2.74, 1.62, 5.26, 0, 2.21, 0, 0.63, 0.46, 0.41, 1.3, 0.83, 3.23, 3.2, 0, 0, 0, 2.2, 3.35, 2.89, 3.14, 0.24, 4.17, 4.7, 5.41, 5.68, 2.99, 5.32, 6.97, 4.33, 2.31, 3.83, 7.83, 6.35, 7.1, 6.04, 6.36, 5.33, 4.62, 1.48, 3.24, 1.51
8.88, 7.7, 7.87, 8.03, 7.97, 5.41, 0.11, 0, 1.24, 2.53, 0, 2.12, 2.3, 0, 0, 4.4, 2.68, 3.84, 0.61, 1.47, 1.99, 3.24, 0, 0, 0, 2.16, 0, 0, 3.58, 2.49, 3.29, 4.67, 0.1, 0, 3.57, 3.73, 1, 2.16, 0.08, 3.74, 4.98, 3.35, 7.56, 2.52, 0.76, 3.79, 7.85, 5.61, 3.57, 6.02, 6.31, 8.67, 5.95, 7.7, 6.21, 3.66, 4.43, 4.1, 3.87
10.93, 8.83, 6.8, 8.22, 7.36, 6.17, 4.46, 2.59, 2.82, 4.14, 2.23, 0.28, 0, 0, 0, 1.42, 5.22, 4.03, 4.61, 0, 1.95, 4.33, 3.78, 0, 1.32, 0, 0, 0.49, 4.1, 3.91, 3.96, 5.21, 5.53, 2.56, 3.39, 5.79, 2.17, 1.44, 3.77, 0.77, 5.59, 5.17, 7.28, 7.36, 2.14, 2.17, 2.47, 5.76, 4.57, 3.46, 4.72, 8.18, 8.1, 4.95, 5.77, 3.65, 1.06, 2.32, 6.09
10.45, 10.11, 9.83, 8.65, 8.81, 5.78, 3.45, 4.82, 4.41, 2.39, 4.63, 0.55, 0, 0, 0, 2.7, 0.73, 2.82, 4.57, 5.24, 4.04, 3.69, 3.54, 2.38, 0, 1.67, 3.04, 0, 1.01, 5.19, 4.49, 5.41, 2.63, 3.25, 0.43, 3.77, 2.84, 2.29, 1.09, 0, 1.52, 5.55, 7.15, 7.5, 8.28, 2.96, 0.88, 2.28, 5.58, 3.55, 6.01, 6.11, 10.31, 8.43, 7.51, 5.25, 2.68, 0, 3.54
10.15, 9.11, 7.67, 10.15, 11.7, 10.96, 7.81, 4.44, 3.22, 3.02, 5.27, 5.19, 3.89, 4.02, 3.1, 4.71, 5.37, 2.81, 4.76, 6.86, 3.39, 2.95, 1.06, 1.82, 0, 0.85, 4.62, 0.31, 0.4, 4.06, 4, 6.24, 3.98, 5.3, 0.55, 0, 1.92, 0.7, 0.48, 1.16, 0, 3.87, 7.75, 9.8, 7.11, 5.69, 5.14, 2.85, 4.69, 7.17, 6.77, 5.38, 5.58, 5.46, 7.95, 9.49, 4.93, 0, 3.43
12, 12, 10.26, 8.18, 7.95, 9.86, 11.5, 5.91, 5.46, 6.15, 5.29, 6.92, 3.84, 1.87, 0.5, 4.15, 5.15, 2.72, 3.76, 3.45, 3.61, 0.35, 1.52, 0, 0, 0, 3.65, 3.29, 0.97, 3.87, 1.77, 3.01, 1.98, 6.41, 4.64, 3.61, 3.58, 1.4, 0, 2.39, 0, 1.33, 5.94, 7.57, 9.49, 9.22, 9.02, 3.9, 4.58, 7.41, 9.85, 9.74, 4.31, 6.09, 8.02, 10.9, 10.97, 2.81, 4.82
9.94, 8.46, 10.23, 9.53, 5.85, 6.27, 7.15, 10.82, 8.99, 6.99, 4.79, 3.56, 5.45, 6.63, 3.06, 0.04, 0.99, 0.23, 2.63, 2.48, 5.61, 2.47, 0, 1.62, 2.38, 0.31, 0.56, 0.38, 3.99, 5.37, 5.16, 5.37, 1.43, 2.67, 1.9, 1.51, 5.4, 1.12, 1.32, 1.22, 3.88, 2.95, 1.21, 7.31, 7.28, 9.61, 10.68, 10.21, 8.98, 8.48, 10.97, 12, 8.29, 5.48, 5.62, 10.13, 9.73, 6.21, 6.45
7.57, 11.59, 7.56, 6.66, 6.11, 4.72, 7.18, 9.64, 6.97, 7.64, 5.72, 7.12, 8, 4.92, 4.4, 1.04, 0, 0, 1.45, 2.65, 1.68, 1.88, 3.55, 0, 0, 3.18, 3.69, 2.13, 0, 2.82, 6.7, 8.47, 6.37, 2.62, 1.65, 1.9, 2.28, 3.67, 0, 1.32, 1.68, 1.98, 0, 3.11, 8.56, 9.21, 12, 11.72, 10.8, 10.54, 7.12, 8.5, 10.53, 5.83, 6.24, 5.09, 6.59, 7.29, 3.8
