"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Swamp:5|Ocean:95", "Swamp:3|Ocean:97", "Forest:8|Swamp:2|Ocean:90", "Forest:7|Swamp:1|Ocean:92", "Plains:6|Forest:3|Ocean:91", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Swamp:6|Ocean:94", "Ocean:100", "Forest:8|Swamp:6|Ocean:86", "Ocean:100", "Forest:10|Ocean:90", "Plains:2|Ocean:98", "Forest:2|Ocean:98", "Forest:1|Ocean:99", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Swamp:6|Ocean:94", "Swamp:3|Ocean:97", "Forest:13|Swamp:1|Ocean:86", "Forest:9|Swamp:2|Ocean:89", "Plains:7|Forest:4|Ocean:89", "Plains:2|Ocean:98", "Ocean:100", "Swamp:1|Ocean:99", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
