3.97, 1.37, 2.29, 4.29, 2.9, 3.28, 1.01, 0, 0, 0, 0.85, 0.86, 2.06, 0.27, 0, 1.06, 1.96, 1.15, 2.29, 4.05, 4.37, 6.59, 5.79, 8.22, 8.27, 5.49, 6.6, 6.12, 4.29, 6.48, 6.91, 4.42, 1.81, 0.66, 1.26, 3.5, 1.24, 0.64, 0, 0, 2.45, 2.04, 1.07, 0, 1.17, 0, 2.37, 4.77, 5.26, 2.53, 4.52, 2.82, 0.35, 0, 1.94, 1.55, 0, 0, 1.12
5.8, 3.15, 0.65, 0.98, 3.87, 2.28, 0.08, 0, 0.87, 1.85, 3.06, 1.87, 1.18, 4.05, 2.78, 1.8, 0, 3.23, 0.94, 2.15, 5.28, 5.82, 4.21, 4.23, 7.89, 6.22, 7.12, 6.31, 6.32, 8.22, 6.81, 4.06, 5.4, 4.4, 0.3, 3.94, 5.28, 5.25, 2.56, 0, 0, 2.89, 4.85, 2.01, 1.11, 2.85, 2.83, 3.41, 5.66, 3.39, 1.62, 5.47, 0.69, 2.99, 3.89, 3.96, 0.75, 0, 0.64
3.34, 6.87, 3.25, 2.35, 4.57, 2.07, 0.46, 2.6, 0, 0, 3.67, 0.33, 1.54, 4.34, 2.48, 2.24, 0, 0.05, 0, 0, 2.4, 6.02, 2.6, 2.76, 6.61, 7.6, 6.36, 5.88, 6.73, 9.45, 10.37, 4.9, 4.06, 2.89, 4.54, 4.47, 2.84, 3.27, 4.23, 0.53, 2.3, 1.52, 1.06, 3.78, 2.71, 0.61, 2.66, 4.16, 3.19, 5.57, 6.35, 7.4, 3.24, 0, 3.75, 4.62, 1.11, 0, 0.76
5.8, 8.13, 5.74, 6.65, 1.63, 4.4, 0, 2.06, 4.02, 1.81, 1.64, 1.11, 3.83, 6.02, 4.15, 3.33, 3.02, 1.44, 3.02, 2.86, 3.96, 5.56, 1.98, 4.27, 4.71, 9.23, 8.75, 7.66, 5.37, 10.01, 9.99, 7.02, 6.95, 3.42, 1.53, 6.23, 4.54, 4.35, 2.63, 1.67, 3.14, 3.25, 4.6, 1.79, 3.45, 2.42, 3.66, 2.15, 5.53, 4.95, 6.73, 6.15, 6.47, 4.95, 1.23, 5.99, 2.67, 4.14, 0.84
6.2, 5.88, 4.84, 6.52, 4.58, 5.42, 4.42, 0.89, 0, 4.77, 3.78, 4.85, 4.51, 4.61, 7, 4.18, 0.84, 0.42, 2.74, 0.5, 3.88, 3.92, 2.11, 4.14, 1.58, 7.5, 6.64, 9.81, 7.44, 10.56, 12, 7.25, 6.05, 8.4, 4.69, 3.87, 3.66, 3.69, 2.2, 0, 4.5, 5.91, 5, 3.79, 2.99, 1.93, 0.06, 3.19, 2.43, 5.93, 4.86, 7.54, 5.14, 5.63, 5.33, 2.24, 1.57, 0.02, 0.78
7.15, 9.31, 7.59, 7.29, 3.93, 6.89, 7.25, 2.66, 0, 2.73, 1.02, 4.9, 5.61, 4.46, 6.64, 6.76, 1.72, 1.01, 1.46, 4.21, 2.98, 5.28, 3.61, 3.55, 2.42, 2.33, 4.51, 7.49, 6.42, 6.26, 10.84, 12, 11.07, 9.28, 7.4, 7.91, 3.08, 2.38, 3.4, 3.92, 0.59, 4.8, 7.12, 4.27, 5.66, 5.16, 3.38, 0, 0, 2.52, 7.41, 5.18, 7.36, 5.6, 6.25, 4, 1.27, 1.18, 2.84
7.54, 10.99, 7.49, 9.54, 5.48, 3.23, 3.86, 3.06, 3.54, 4.92, 0.33, 0.68, 1.97, 1.61, 2.53, 7.74, 5.47, 0.48, 0.64, 2.76, 1.06, 4.62, 5.5, 4.57, 1.57, 4.04, 2.29, 3.98, 6.53, 4.98, 4.73, 6.33, 9.35, 8.57, 5.86, 6.85, 3.67, 0.47, 3.72, 4.58, 1.63, 3.95, 7.04, 5.15, 5.43, 4.15, 6.19, 2.86, 2.26, 0, 4.19, 2.91, 7.72, 9.03, 4.42, 2.81, 4.31, 2.22, 3.62
6.61, 8.87, 8.88, 6.21, 5.81, 5.34, 2.27, 3.06, 3.57, 5.81, 5.94, 0.99, 2.86, 3.63, 1, 3.63, 4.85, 1.48, 2.49, 4.63, 1.06, 3.78, 5.92, 2.82, 0.27, 0.25, 2.97, 4.07, 7.79, 8.86, 8.79, 4.26, 5.6, 4.9, 3.86, 3.43, 1.93, 0.88, 3.42, 4.85, 4.46, 2.74, 1.7, 6.6, 7.03, 4.42, 3.65, 3.03, 3.2, 0.08, 4.22, 3.93, 7.34, 9.1, 7.04, 6.12, 6.51, 6.93, 3.18
4.54, 8.82, 7.23, 8.54, 9.74, 5.35, 6.2, 3.97, 1.37, 3.59, 7.25, 2.81, 0, 2.57, 0.14, 3.11, 6.36, 5.55, 2.44, 3.21, 3.59, 5.3, 3.36, 2.7, 0, 0.13, 0.47, 3.64, 4.18, 8.43, 9.2, 6.54, 7.92, 4.73, 3.35, 1.68, 0.74, 1.18, 4.03, 3.44, 7.08, 6.15, 3.16, 6.74, 6.53, 7.31, 5.48, 3.23, 3.38, 4.58, 2.18, 3.43, 2.36, 8.96, 7.33, 5.01, 8.63, 7.98, 4
5.33, 5.57, 9.24, 10.65, 11.85, 7.18, 5.64, 6.58, 2.93, 4.88, 7.14, 8.14, 0.66, 0.67, 0, 2.97, 3.59, 4.17, 2.91, 3.54, 5.75, 2.31, 2.54, 0.83, 0, 1.16, 2.39, 4.02, 3.45, 7.12, 7.47, 6.93, 7.78, 9.65, 3.13, 5.47, 4.99, 1.75, 3.22, 1.91, 6.97, 5.19, 7.71, 8.52, 9.93, 10.46, 7.32, 4.56, 3.51, 6.31, 2.43, 5.4, 4.18, 5.62, 4.4, 2.99, 5.57, 9.98, 9.17
