48, 49, 48, 48, 48, 47, 48, 50, 49, 50, 48, 47, 45, 46, 45, 45, 46, 45, 46, 46, 48, 48, 48, 47, 45, 47, 45, 45, 45, 46, 45, 44, 42, 44, 44, 45, 45, 45, 47, 45, 46, 44, 44, 42, 41, 42, 43, 44, 43, 41, 42, 42, 41, 39, 38, 37, 36, 38, 37
48, 47, 48, 48, 48, 49, 47, 47, 47, 50, 49, 50, 48, 47, 47, 45, 47, 48, 46, 46, 48, 48, 50, 48, 45, 46, 46, 44, 43, 45, 45, 45, 45, 43, 44, 44, 44, 45, 46, 48, 46, 46, 45, 45, 44, 43, 42, 42, 44, 44, 42, 43, 42, 42, 41, 38, 38, 36, 38
48, 46, 46, 46, 47, 49, 48, 47, 46, 49, 51, 50, 48, 48, 46, 45, 47, 48, 47, 47, 49, 46, 47, 48, 46, 44, 44, 44, 45, 46, 47, 47, 46, 46, 46, 46, 44, 46, 45, 47, 46, 47, 48, 45, 46, 43, 41, 43, 45, 45, 45, 44, 42, 43, 41, 41, 38, 39, 36
47, 47, 45, 44, 47, 47, 48, 46, 46, 48, 50, 50, 51, 47, 48, 45, 44, 47, 46, 48, 49, 50, 49, 50, 47, 46, 45, 43, 43, 46, 48, 46, 48, 47, 44, 46, 47, 45, 45, 44, 45, 45, 45, 44, 44, 45, 43, 44, 44, 43, 45, 43, 44, 42, 41, 42, 39, 40, 38
47, 49, 46, 46, 45, 48, 48, 48, 49, 49, 49, 51, 52, 52, 50, 46, 46, 45, 47, 47, 50, 49, 50, 50, 50, 48, 46, 44, 42, 44, 45, 46, 45, 45, 44, 44, 45, 46, 44, 42, 42, 44, 45, 47, 44, 44, 44, 45, 46, 45, 46, 43, 41, 43, 40, 40, 41, 39, 40
47, 49, 48, 45, 46, 47, 48, 47, 46, 47, 47, 48, 51, 52, 53, 49, 48, 48, 46, 46, 48, 51, 48, 50, 49, 48, 49, 46, 44, 42, 42, 44, 47, 47, 46, 43, 45, 43, 43, 44, 43, 45, 43, 46, 48, 44, 45, 45, 46, 45, 47, 47, 43, 44, 41, 42, 41, 39, 38
48, 46, 49, 47, 47, 47, 47, 49, 48, 47, 46, 47, 47, 50, 52, 50, 50, 49, 46, 47, 49, 48, 50, 51, 51, 51, 49, 47, 46, 45, 42, 44, 46, 45, 46, 46, 45, 44, 42, 43, 42, 43, 45, 46, 45, 47, 44, 45, 47, 44, 47, 46, 46, 45, 44, 41, 43, 42, 39
48, 47, 47, 46, 46, 48, 49, 49, 50, 48, 49, 49, 47, 49, 50, 49, 48, 49, 50, 48, 47, 47, 50, 49, 50, 49, 51, 50, 46, 48, 46, 43, 45, 43, 44, 45, 47, 47, 44, 42, 42, 40, 42, 45, 44, 43, 46, 46, 44, 44, 46, 48, 47, 47, 47, 46, 42, 42, 40
50, 49, 46, 48, 45, 48, 46, 49, 50, 48, 49, 49, 49, 47, 48, 48, 47, 47, 47, 50, 48, 49, 47, 51, 52, 48, 47, 48, 49, 48, 46, 45, 46, 44, 42, 43, 45, 46, 45, 43, 43, 42, 42, 42, 44, 44, 46, 47, 47, 45, 45, 46, 46, 45, 48, 47, 45, 42, 43
52, 50, 48, 46, 46, 45, 45, 45, 48, 49, 49, 50, 49, 49, 46, 46, 49, 50, 46, 49, 47, 46, 48, 48, 49, 52, 49, 47, 50, 47, 49, 46, 46, 47, 43, 42, 41, 45, 44, 46, 44, 44, 43, 42, 41, 43, 46, 47, 48, 47, 47, 47, 48, 44, 44, 45, 46, 44, 42
53, 53, 50, 47, 47, 46, 47, 44, 47, 49, 50, 51, 49, 51, 47, 45, 46, 47, 47, 48, 48, 47, 47, 48, 50, 52, 50, 47, 47, 49, 47, 47, 47, 47, 47, 44, 41, 41, 43, 46, 46, 44, 45, 45, 42, 43, 44, 47, 49, 46, 47, 48, 50, 49, 46, 46, 46, 46, 44
54, 54, 52, 48, 48, 45, 45, 47, 44, 47, 49, 50, 50, 48, 47, 48, 46, 46, 46, 47, 47, 47, 48, 49, 48, 52, 50, 48, 47, 48, 47, 49, 47, 49, 46, 47, 44, 43, 41, 42, 43, 46, 46, 46, 43, 44, 42, 46, 47, 47, 46, 46, 48, 50, 48, 45, 48, 46, 43
52, 53, 53, 52, 48, 49, 45, 46, 45, 44, 45, 48, 50, 48, 49, 47, 47, 46, 45, 45, 46, 46, 45, 48, 49, 51, 53, 51, 50, 49, 47, 47, 47, 49, 48, 46, 45, 44, 41, 42, 42, 44, 46, 46, 46, 46, 45, 44, 47, 47, 46, 48, 48, 47, 49, 49, 46, 47, 47
51, 54, 51, 51, 50, 51, 47, 46, 47, 46, 44, 48, 50, 50, 50, 50, 48, 45, 45, 44, 43, 44, 46, 47, 47, 48, 50, 51, 49, 50, 48, 46, 47, 50, 49, 48, 45, 46, 43, 42, 42, 43, 46, 45, 46, 47, 48, 48, 45, 46, 45, 46, 46, 45, 48, 49, 49, 46, 46
50, 50, 51, 52, 50, 52, 49, 48, 49, 46, 47, 47, 48, 47, 50, 48, 49, 47, 45, 46, 46, 45, 47, 47, 46, 46, 46, 48, 48, 48, 49, 47, 46, 46, 47, 47, 48, 45, 45, 45, 43, 44, 44, 44, 47, 45, 48, 49, 46, 44, 43, 43, 47, 46, 47, 47, 49, 49, 48
51, 48, 50, 49, 49, 52, 52, 50, 49, 48, 46, 46, 46, 47, 46, 50, 47, 46, 46, 46, 46, 44, 47, 49, 48, 46, 44, 45, 47, 48, 49, 48, 49, 46, 48, 48, 46, 48, 47, 46, 46, 46, 43, 43, 44, 44, 44, 45, 47, 44, 44, 44, 43, 47, 45, 45, 47, 48, 49
