0.97, 1.95, 0.58, 2.4, 0.73, 3.09, 6.56, 3.63, 101.05, 1.1, 1.16, 0.83, 2.26, 0.96, 10.49, 3.93, 0.92, 0.44, 0.57, 0.85, 6.39, 2.21, 0.61, 0.2, 0.03, 1, 0, 0, 0, 0, 0, 0, 195.15, 21.07, 2.24, 6.02, 2.98, 3.45, 6.54, 8.96
1.14, 1.09, 2.61, 4.32, 4.94, 1.07, 4.22, 7.36, 1.42, 5.76, 1.23, 0.45, 0.29, 3.15, 0.45, 3.38, 7.3, 1.35, 0.61, 4.11, 71.49, 104.2, 1.45, 0.28, 0.08, 0.11, 0.15, 0.87, 0, 0, 0, 0, 97.05, 48.53, 96.8, 6.18, 10.36, 11.89, 4.76, 12.83
2.77, 5.23, 0.44, 7.23, 407.84, 1.01, 0.47, 3.4, 7.68, 11.22, 2.05, 6.54, 0.78, 0.34, 0.47, 0.67, 59.18, 3.87, 1.13, 203.01, 2.21, 3.72, 12.32, 26.17, 0.15, 0.04, 0.01, 0.13, 0, 0, 0, 0, 0, 0, 110.71, 696.25, 298.32, 136.81, 8.1, 4.25
0.25, 1.43, 153.05, 211.47, 0.19, 0.16, 0.55, 1.04, 3.33, 6.37, 21.68, 5.09, 9.06, 0.77, 0.39, 0.12, 0.29, 0.11, 1.3, 0.96, 3.2, 3.83, 311.13, 4.41, 401.52, 1.98, 0.04, 0.04, 3.94, 0.78, 0, 0, 0, 0, 0, 0, 124.82, 144.49, 11.06, 14.39
1.32, 111.65, 11.16, 1.52, 5.74, 129.72, 0.08, 0.17, 5.4, 1.74, 5.93, 3.04, 3.45, 0.72, 0.53, 0.1, 1.28, 0.16, 0.81, 0.38, 2.59, 2.09, 2.4, 8.6, 1.67, 0.97, 2.86, 1.61, 0.49, 0.25, 0, 0, 0, 0, 0, 0, 0, 526.32, 82.27, 169.13
533.17, 412.16, 101.44, 6.1, 1.17, 0.67, 293.65, 0.12, 0.13, 0.06, 1.47, 92.04, 4.09, 2.53, 0.29, 0.2, 0.3, 0.83, 1.14, 1.58, 2.04, 0.26, 0.42, 12.6, 2.96, 47.61, 39.47, 5.03, 2.84, 0.44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 245.15, 71.81, 3.75, 10.15, 9.74, 0.32, 0.23, 0.23, 0.09, 0.08, 3.59, 1.24, 482.57, 5.1, 0.39, 0.21, 0.32, 82.61, 5.63, 1.4, 3.4, 15.44, 7.24, 2.12, 3.4, 319.14, 437.67, 45.45, 0.35, 0.31, 0.27, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 88.55, 677.94, 143.53, 128.59, 2.96, 194.57, 3.07, 1.69, 0.05, 0.75, 2.95, 2.32, 0.87, 6.18, 1.48, 0.42, 0.05, 0.94, 5.31, 1.46, 4.04, 1.49, 1.29, 41.88, 0.82, 7.49, 72.67, 2.76, 0.06, 0.07, 0.08, 1.33, 0, 0, 0, 0, 0, 0
0, 0, 0, 124.17, 50.13, 318.96, 612.28, 3.96, 2.8, 0.08, 2.11, 1.4, 0.68, 0.3, 1.8, 0.17, 1.43, 0.35, 0.04, 0.05, 1.34, 0.39, 1.32, 0.65, 1.25, 3.53, 5.08, 5.75, 489.2, 3.69, 2.79, 0.04, 0.02, 0.52, 0.49, 0, 0, 0, 0, 0
0, 0, 0, 0, 616.58, 69.87, 148.66, 18.07, 7.26, 2.47, 0.76, 1.37, 3.98, 682.98, 2.06, 78.98, 0.19, 0.15, 0.01, 0.15, 0.2, 2.4, 0.73, 0.27, 0.16, 0.33, 2, 3.23, 230.13, 92.14, 11.21, 3.32, 0.13, 0.1, 0.93, 15.58, 273.88, 0, 0, 0
