"Swamp:100", "Swamp:100", "Swamp:100", "Forest:5|Swamp:95", "Forest:5|Swamp:95", "Forest:95|Swamp:5", "Forest:10|Swamp:90", "Forest:35|Swamp:65", "Forest:10|Swamp:90", "Plains:40|Forest:60", "Plains:65|Forest:35", "Forest:90|Swamp:10", "Forest:75|Swamp:25", "Forest:40|Swamp:60", "Forest:35|Swamp:65", "Forest:5|Swamp:95", "Swamp:100", "Forest:35|Swamp:65", "Forest:50|Swamp:50", "Forest:55|Swamp:45", "Swamp:100", "Swamp:20|Monsoon Forest:10|Rainforest:70", "Plains:15|Forest:50|Swamp:5|Savannah:10|Monsoon Forest:20", "Plains:75|Forest:25", "Desert:5|Plains:88|Ocean:7", "Plains:66|Ocean:34", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:2|Rainforest:1|Ocean:97", "Monsoon Forest:4|Rainforest:13|Ocean:83", "Forest:44|Swamp:20|Rainforest:1|Ocean:35", "Monsoon Forest:29|Rainforest:64|Ocean:7", "Monsoon Forest:30|Rainforest:70", "Monsoon Forest:5|Rainforest:95", "Monsoon Forest:5|Rainforest:95", "Rainforest:100"
"Swamp:100", "Swamp:100", "Forest:20|Swamp:80", "Forest:10|Swamp:90", "Swamp:100", "Forest:5|Swamp:95", "Swamp:100", "Forest:25|Swamp:75", "Forest:40|Swamp:60", "Forest:10|Swamp:90", "Forest:75|Swamp:25", "Plains:95|Forest:5", "Plains:90|Forest:10", "Plains:85|Forest:15", "Plains:85|Forest:15", "Forest:25|Swamp:75", "Swamp:100", "Forest:20|Swamp:80", "Forest:35|Swamp:65", "Forest:5|Swamp:15|Monsoon Forest:5|Rainforest:75", "Swamp:100", "Swamp:40|Rainforest:60", "Forest:34|Monsoon Forest:40|Rainforest:25|Ocean:1", "Plains:5|Forest:79|Swamp:15|Ocean:1", "Desert:5|Plains:74|Forest:14|Ocean:7", "Desert:10|Plains:55|Hot Desert:1|Savannah:6|Ocean:28", "Plains:11|Ocean:89", "Plains:1|Ocean:99", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Rainforest:1|Ocean:98", "Swamp:3|Rainforest:8|Ocean:89", "Forest:20|Swamp:15|Ocean:65", "Plains:3|Forest:60|Swamp:2|Ocean:35", "Forest:3|Swamp:80|Ocean:17", "Forest:20|Swamp:68|Monsoon Forest:5|Rainforest:5|Ocean:2", "Rainforest:100", "Rainforest:100"
"Swamp:100", "Swamp:100", "Forest:65|Swamp:29|Ocean:6", "Forest:50|Swamp:46|Ocean:4", "Swamp:98|Ocean:2", "Forest:15|Swamp:85", "Forest:20|Swamp:80", "Forest:30|Swamp:70", "Swamp:100", "Swamp:100", "Forest:95|Swamp:5", "Forest:5|Swamp:95", "Plains:45|Forest:55", "Desert:10|Plains:90", "Desert:10|Plains:90", "Plains:15|Forest:70|Swamp:15", "Swamp:100", "Forest:5|Swamp:95", "Forest:5|Swamp:95", "Swamp:100", "Rainforest:100", "Forest:10|Swamp:90", "Swamp:99|Ocean:1", "Forest:20|Swamp:42|Rainforest:31|Ocean:7", "Plains:25|Forest:37|Swamp:4|Monsoon Forest:20|Ocean:14", "Desert:18|Plains:58|Ocean:24", "Desert:35|Plains:3|Ocean:62", "Desert:12|Ocean:88", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:6|Ocean:94", "Swamp:30|Ocean:70", "Swamp:50|Ocean:50", "Swamp:82|Ocean:18", "Forest:5|Monsoon Forest:14|Rainforest:75|Ocean:6", "Rainforest:100"
"Plains:5|Forest:95", "Swamp:100", "Swamp:95|Ocean:5", "Swamp:100", "Plains:68|Forest:25|Ocean:7", "Plains:35|Forest:61|Ocean:4", "Forest:67|Swamp:30|Ocean:3", "Forest:25|Swamp:75", "Swamp:100", "Forest:5|Swamp:95", "Forest:5|Swamp:95", "Forest:75|Swamp:25", "Plains:5|Forest:70|Swamp:25", "Plains:70|Forest:30", "Desert:25|Plains:75", "Desert:60|Plains:40", "Plains:10|Forest:90", "Plains:95|Forest:5", "Forest:50|Swamp:50", "Forest:15|Swamp:85", "Forest:40|Swamp:60", "Swamp:100", "Swamp:20|Rainforest:80", "Rainforest:93|Ocean:7", "Rainforest:96|Ocean:4", "Plains:9|Forest:68|Swamp:8|Ocean:15", "Desert:12|Plains:50|Ocean:38", "Desert:32|Plains:14|Ocean:54", "Plains:17|Ocean:83", "Desert:9|Ocean:91", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:4|Ocean:96", "Forest:1|Swamp:37|Ocean:62", "Monsoon Forest:6|Rainforest:55|Ocean:39", "Swamp:79|Ocean:21"
"Forest:3|Swamp:62|Ocean:35", "Swamp:72|Ocean:28", "Swamp:92|Ocean:8", "Forest:31|Swamp:65|Ocean:4", "Forest:59|Swamp:35|Ocean:6", "Forest:84|Swamp:10|Ocean:6", "Plains:86|Forest:5|Ocean:9", "Plains:14|Forest:75|Swamp:5|Ocean:6", "Forest:25|Swamp:75", "Forest:30|Swamp:70", "Forest:15|Swamp:85", "Plains:5|Forest:80|Swamp:15", "Forest:40|Swamp:60", "Plains:50|Forest:50", "Plains:100", "Desert:20|Plains:80", "Plains:100", "Plains:30|Forest:70", "Plains:15|Forest:80|Swamp:5", "Plains:70|Forest:30", "Forest:35|Swamp:65", "Forest:15|Swamp:85", "Forest:25|Swamp:75", "Swamp:21|Rainforest:75|Ocean:4", "Swamp:19|Rainforest:74|Ocean:7", "Monsoon Forest:78|Rainforest:9|Ocean:13", "Plains:10|Forest:29|Savannah:4|Monsoon Forest:20|Ocean:37", "Plains:24|Forest:26|Ocean:50", "Plains:3|Ocean:97", "Plains:12|Ocean:88", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:10|Ocean:90", "Forest:7|Swamp:15|Ocean:78", "Rainforest:38|Ocean:62"
"Swamp:41|Ocean:59", "Swamp:47|Ocean:53", "Swamp:81|Ocean:19", "Swamp:94|Ocean:6", "Plains:25|Forest:72|Ocean:3", "Forest:57|Swamp:34|Ocean:9", "Forest:20|Swamp:76|Ocean:4", "Plains:47|Forest:45|Ocean:8", "Plains:85|Forest:15", "Plains:90|Forest:10", "Plains:70|Forest:30", "Forest:80|Swamp:20", "Forest:55|Swamp:44|Ocean:1", "Forest:40|Swamp:60", "Plains:90|Forest:9|Ocean:1", "Plains:100", "Desert:80|Plains:20", "Plains:40|Forest:60", "Forest:70|Swamp:30", "Plains:5|Forest:55|Swamp:40", "Forest:20|Swamp:80", "Plains:70|Forest:30", "Forest:55|Swamp:45", "Swamp:100", "Swamp:99|Ocean:1", "Forest:5|Swamp:36|Monsoon Forest:6|Rainforest:43|Ocean:10", "Swamp:3|Monsoon Forest:18|Rainforest:43|Ocean:36", "Forest:29|Monsoon Forest:8|Ocean:63", "Plains:15|Forest:10|Ocean:75", "Plains:4|Savannah:11|Ocean:85", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Swamp:8|Ocean:92", "Forest:32|Swamp:13|Ocean:55", "Swamp:78|Ocean:22", "Swamp:90|Ocean:10", "Plains:15|Forest:74|Swamp:5|Ocean:6", "Plains:12|Forest:64|Ocean:24", "Plains:23|Forest:45|Ocean:32", "Plains:11|Forest:62|Swamp:3|Ocean:24", "Plains:92|Ocean:8", "Desert:5|Plains:90|Ocean:5", "Plains:25|Forest:70|Swamp:5", "Plains:10|Forest:84|Swamp:5|Ocean:1", "Plains:10|Forest:30|Swamp:60", "Forest:79|Swamp:20|Ocean:1", "Plains:65|Forest:35", "Desert:5|Plains:95", "Desert:10|Plains:90", "Plains:5|Forest:25|Swamp:70", "Forest:5|Swamp:95", "Plains:5|Forest:65|Swamp:30", "Plains:25|Forest:70|Swamp:5", "Plains:80|Forest:20", "Forest:20|Swamp:80", "Swamp:100", "Forest:31|Swamp:60|Ocean:9", "Swamp:34|Rainforest:41|Ocean:25", "Swamp:2|Rainforest:24|Ocean:74", "Forest:9|Swamp:1|Ocean:90", "Desert:10|Plains:11|Ocean:79", "Desert:13|Plains:3|Ocean:84", "Desert:15|Plains:1|Ocean:84", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Swamp:11|Ocean:89", "Swamp:48|Ocean:52", "Swamp:69|Ocean:31", "Swamp:84|Ocean:16", "Plains:70|Ocean:30", "Plains:9|Forest:58|Swamp:8|Ocean:25", "Plains:23|Forest:49|Ocean:28", "Forest:66|Swamp:29|Ocean:5", "Plains:93|Ocean:7", "Plains:90|Forest:10", "Forest:50|Swamp:49|Ocean:1", "Plains:50|Forest:49|Ocean:1", "Forest:59|Swamp:40|Ocean:1", "Plains:10|Forest:90", "Forest:95|Swamp:5", "Plains:90|Forest:10", "Desert:20|Plains:80", "Forest:45|Swamp:55", "Forest:60|Swamp:40", "Plains:25|Forest:75", "Plains:25|Forest:75", "Plains:5|Forest:70|Swamp:25", "Plains:5|Forest:80|Swamp:15", "Swamp:95|Ocean:5", "Plains:10|Forest:66|Swamp:5|Ocean:19", "Swamp:35|Ocean:65", "Swamp:19|Rainforest:1|Ocean:80", "Plains:18|Ocean:82", "Plains:20|Savannah:6|Ocean:74", "Desert:47|Plains:6|Ocean:47", "Desert:4|Plains:33|Ocean:63", "Plains:16|Ocean:84", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Ocean:99", "Swamp:15|Ocean:85", "Swamp:24|Ocean:76", "Forest:3|Swamp:41|Ocean:56", "Plains:44|Ocean:56", "Plains:13|Ocean:87", "Plains:33|Forest:26|Ocean:41", "Forest:49|Ocean:51", "Plains:9|Forest:81|Ocean:10", "Plains:57|Ocean:43", "Plains:53|Forest:26|Ocean:21", "Plains:23|Forest:26|Ocean:51", "Plains:56|Forest:25|Ocean:19", "Plains:20|Forest:65|Ocean:15", "Desert:5|Plains:95", "Desert:15|Plains:85", "Desert:5|Plains:85|Forest:10", "Forest:85|Swamp:15", "Plains:30|Forest:70", "Forest:60|Swamp:40", "Plains:60|Forest:40", "Plains:100", "Forest:70|Swamp:30", "Swamp:100", "Forest:1|Swamp:62|Ocean:37", "Swamp:54|Ocean:46", "Plains:7|Forest:13|Ocean:80", "Plains:46|Forest:2|Savannah:10|Ocean:42", "Plains:23|Savannah:29|Ocean:48", "Desert:44|Ocean:56", "Desert:12|Plains:16|Ocean:72", "Plains:4|Ocean:96", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:5|Ocean:95", "Swamp:12|Ocean:88", "Swamp:10|Ocean:90", "Forest:15|Swamp:25|Ocean:60", "Plains:2|Forest:42|Ocean:56", "Plains:84|Forest:3|Ocean:13", "Forest:53|Swamp:14|Ocean:33", "Plains:71|Forest:2|Ocean:27", "Forest:50|Ocean:50", "Forest:1|Swamp:56|Ocean:43", "Plains:43|Ocean:57", "Forest:24|Swamp:46|Ocean:30", "Desert:26|Plains:51|Ocean:23", "Desert:40|Plains:56|Ocean:4", "Desert:35|Plains:65", "Desert:65|Plains:35", "Desert:10|Plains:90", "Plains:70|Forest:30", "Plains:15|Forest:70|Swamp:15", "Plains:85|Forest:15", "Plains:30|Forest:70", "Plains:30|Forest:70", "Forest:30|Swamp:70", "Swamp:68|Ocean:32", "Swamp:62|Ocean:38", "Swamp:18|Ocean:82", "Plains:3|Savannah:66|Ocean:31", "Plains:15|Forest:46|Ocean:39", "Desert:1|Plains:56|Ocean:43", "Desert:4|Plains:21|Ocean:75", "Plains:7|Ocean:93", "Plains:1|Forest:1|Ocean:98", "Rainforest:2|Ocean:98", "Ocean:100", "Ocean:100", "Ocean:100"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:3|Ocean:97", "Swamp:4|Ocean:96", "Swamp:10|Ocean:90", "Forest:14|Ocean:86", "Forest:28|Ocean:72", "Forest:49|Ocean:51", "Plains:6|Forest:24|Ocean:70", "Swamp:44|Ocean:56", "Swamp:16|Ocean:84", "Forest:9|Swamp:13|Ocean:78", "Ocean:100", "Desert:8|Plains:18|Ocean:74", "Desert:31|Plains:4|Ocean:65", "Desert:34|Plains:19|Ocean:47", "Desert:3|Plains:70|Ocean:27", "Desert:80|Plains:2|Ocean:18", "Desert:35|Plains:63|Ocean:2", "Plains:65|Forest:31|Ocean:4", "Desert:20|Plains:79|Ocean:1", "Desert:15|Plains:83|Ocean:2", "Plains:90|Forest:10", "Forest:89|Swamp:10|Ocean:1", "Forest:30|Swamp:48|Monsoon Forest:5|Ocean:17", "Forest:3|Swamp:73|Ocean:24", "Plains:4|Forest:56|Swamp:3|Ocean:37", "Plains:12|Forest:29|Savannah:15|Monsoon Forest:21|Ocean:23", "Savannah:11|Monsoon Forest:65|Rainforest:1|Ocean:23", "Desert:9|Plains:72|Ocean:19", "Savannah:69|Ocean:31", "Desert:33|Plains:19|Ocean:48", "Plains:38|Ocean:62", "Plains:13|Forest:16|Ocean:71", "Rainforest:17|Ocean:83", "Savannah:4|Ocean:96", "Ocean:100"
