"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:5|Ocean:95", "Swamp:28|Ocean:72", "Swamp:64|Ocean:36", "Swamp:75|Ocean:25", "Swamp:95|Ocean:5", "Swamp:97|Ocean:3", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Forest:10|Swamp:90", "Plains:25|Forest:70|Swamp:5", "Plains:30|Forest:65|Swamp:5", "Plains:65|Forest:35", "Plains:40|Forest:60", "Plains:5|Forest:60|Swamp:35", "Forest:20|Swamp:80", "Forest:45|Swamp:55", "Forest:30|Swamp:70", "Plains:5|Forest:80|Swamp:15", "Forest:10|Swamp:90", "Plains:95|Forest:5", "Plains:15|Forest:75|Swamp:10", "Plains:5|Forest:60|Swamp:35"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:2|Ocean:98", "Swamp:14|Ocean:86", "Swamp:41|Ocean:59", "Swamp:66|Ocean:34", "Swamp:90|Ocean:10", "Swamp:98|Ocean:2", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Forest:60|Swamp:40", "Desert:10|Plains:90", "Plains:40|Forest:60", "Plains:90|Forest:10", "Plains:95|Forest:5", "Plains:5|Forest:80|Swamp:15", "Plains:15|Forest:80|Swamp:5", "Plains:5|Forest:85|Swamp:10", "Forest:15|Swamp:85", "Swamp:100", "Plains:10|Forest:85|Swamp:5", "Plains:60|Forest:40"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:11|Ocean:89", "Swamp:40|Ocean:60", "Swamp:72|Ocean:28", "Swamp:87|Ocean:13", "Swamp:99|Ocean:1", "Swamp:99|Ocean:1", "Swamp:99|Ocean:1", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Swamp:100", "Forest:10|Swamp:90", "Forest:5|Swamp:95", "Forest:40|Swamp:60", "Plains:5|Forest:85|Swamp:10", "Plains:60|Forest:40", "Plains:80|Forest:20", "Forest:60|Swamp:40", "Forest:55|Swamp:45", "Forest:15|Swamp:85", "Forest:60|Swamp:40", "Plains:10|Forest:80|Swamp:10", "Forest:65|Swamp:35", "Forest:30|Swamp:70"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Ocean:99", "Swamp:1|Ocean:99", "Swamp:1|Ocean:99", "Swamp:8|Ocean:92", "Swamp:16|Ocean:84", "Swamp:52|Ocean:48", "Swamp:56|Ocean:44", "Swamp:73|Ocean:27", "Swamp:77|Ocean:23", "Forest:2|Swamp:66|Ocean:32", "Forest:9|Swamp:78|Ocean:13", "Swamp:85|Ocean:15", "Swamp:89|Ocean:11", "Swamp:93|Ocean:7", "Swamp:100", "Forest:10|Swamp:90", "Forest:65|Swamp:35", "Plains:10|Forest:80|Swamp:10", "Plains:90|Forest:10", "Plains:80|Forest:20", "Plains:55|Forest:45", "Plains:10|Forest:80|Swamp:10", "Plains:5|Forest:80|Swamp:15", "Plains:10|Forest:85|Swamp:5", "Forest:10|Swamp:90", "Forest:25|Swamp:75", "Plains:65|Forest:35", "Plains:50|Forest:50"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:3|Ocean:97", "Swamp:1|Ocean:99", "Swamp:3|Ocean:97", "Ocean:100", "Swamp:6|Ocean:94", "Swamp:41|Ocean:59", "Swamp:55|Ocean:45", "Swamp:76|Ocean:24", "Swamp:82|Ocean:18", "Swamp:35|Ocean:65", "Forest:14|Swamp:26|Ocean:60", "Swamp:24|Ocean:76", "Swamp:44|Ocean:56", "Forest:1|Swamp:64|Ocean:35", "Forest:48|Swamp:46|Ocean:6", "Forest:20|Swamp:79|Ocean:1", "Forest:90|Swamp:10", "Forest:35|Swamp:65", "Forest:65|Swamp:35", "Forest:75|Swamp:25", "Forest:35|Swamp:65", "Forest:60|Swamp:40", "Plains:50|Forest:50", "Plains:5|Forest:85|Swamp:10", "Forest:65|Swamp:35", "Forest:10|Swamp:90", "Plains:40|Forest:55|Swamp:5", "Plains:60|Forest:40"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:2|Ocean:98", "Swamp:1|Ocean:99", "Swamp:2|Ocean:98", "Ocean:100", "Swamp:5|Ocean:95", "Swamp:25|Ocean:75", "Swamp:59|Ocean:41", "Swamp:68|Ocean:32", "Swamp:74|Ocean:26", "Swamp:58|Ocean:42", "Swamp:77|Ocean:23", "Swamp:37|Ocean:63", "Swamp:30|Ocean:70", "Forest:44|Ocean:56", "Swamp:93|Ocean:7", "Plains:5|Forest:70|Swamp:24|Ocean:1", "Plains:85|Forest:15", "Forest:80|Swamp:20", "Plains:60|Forest:40", "Forest:25|Swamp:75", "Forest:75|Swamp:25", "Plains:5|Forest:90|Swamp:5", "Plains:5|Forest:60|Swamp:35", "Plains:85|Forest:15", "Plains:5|Forest:80|Swamp:15", "Forest:80|Swamp:20", "Plains:30|Forest:65|Swamp:5", "Plains:50|Forest:50"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Ocean:99", "Swamp:1|Ocean:99", "Swamp:1|Ocean:99", "Ocean:100", "Swamp:4|Ocean:96", "Swamp:33|Ocean:67", "Swamp:69|Ocean:31", "Forest:4|Swamp:74|Ocean:22", "Swamp:64|Ocean:36", "Swamp:35|Ocean:65", "Swamp:35|Ocean:65", "Swamp:17|Ocean:83", "Swamp:18|Ocean:82", "Swamp:27|Ocean:73", "Swamp:72|Ocean:28", "Plains:5|Forest:79|Swamp:15|Ocean:1", "Plains:50|Forest:50", "Plains:15|Forest:85", "Plains:10|Forest:85|Swamp:5", "Forest:50|Swamp:50", "Plains:25|Forest:75", "Forest:50|Swamp:50", "Forest:15|Swamp:85", "Plains:65|Forest:35", "Plains:10|Forest:85|Swamp:5", "Forest:75|Swamp:25", "Plains:30|Forest:70", "Desert:5|Plains:95"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:9|Ocean:91", "Swamp:16|Ocean:84", "Swamp:25|Ocean:75", "Swamp:26|Ocean:74", "Swamp:30|Ocean:70", "Swamp:32|Ocean:68", "Swamp:21|Ocean:79", "Swamp:12|Ocean:88", "Swamp:26|Ocean:74", "Forest:8|Swamp:51|Ocean:41", "Forest:10|Swamp:90", "Forest:70|Swamp:30", "Forest:20|Swamp:80", "Plains:10|Forest:80|Swamp:10", "Plains:10|Forest:80|Swamp:10", "Forest:10|Swamp:90", "Forest:35|Swamp:65", "Plains:50|Forest:50", "Forest:85|Swamp:15", "Plains:15|Forest:85", "Plains:50|Forest:50", "Swamp:100", "Forest:85|Swamp:15"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:2|Ocean:98", "Swamp:3|Ocean:97", "Swamp:3|Ocean:97", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:10|Ocean:90", "Swamp:23|Ocean:77", "Swamp:94|Ocean:6", "Forest:5|Swamp:95", "Forest:15|Swamp:85", "Forest:5|Swamp:95", "Forest:75|Swamp:25", "Plains:30|Forest:70", "Swamp:100", "Forest:5|Swamp:95", "Forest:15|Swamp:85", "Plains:5|Forest:95", "Plains:55|Forest:45", "Forest:55|Swamp:45", "Plains:25|Forest:75"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:1|Ocean:99", "Swamp:10|Ocean:90", "Forest:37|Swamp:20|Ocean:43", "Swamp:96|Ocean:4", "Swamp:100", "Swamp:100", "Swamp:100", "Forest:15|Swamp:85", "Plains:10|Forest:80|Swamp:10", "Forest:5|Swamp:95", "Swamp:100", "Plains:75|Forest:25", "Plains:35|Forest:65", "Forest:90|Swamp:10", "Forest:65|Swamp:35"
"Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Ocean:100", "Swamp:3|Ocean:97", "Swamp:36|Ocean:64", "Forest:13|Swamp:71|Ocean:16", "Swamp:100", "Swamp:98|Ocean:2", "Swamp:99|Ocean:1", "Forest:30|Swamp:69|Ocean:1", "Forest:25|Swamp:75", "Forest:15|Swamp:85", "Plains:15|Forest:75|Swamp:10", "Swamp:100", "Plains:35|Forest:65", "Forest:5|Swamp:95", "Forest:5|Swamp:95"
